innings_num,day,over,ball_in_match,batting_team,innings_runs,innings_wickets,current_lead,p_England_win,p_Australia_win,p_draw
1.0,1.0,4.0,26.0,England,5.0,0.0,5.0,0.53542614,0.29547957,0.16909428
1.0,1.0,4.0,27.0,England,6.0,0.0,6.0,0.44756094,0.37433672,0.17810236
1.0,1.0,4.0,28.0,England,6.0,0.0,6.0,0.44756094,0.37433672,0.17810236
1.0,1.0,4.0,29.0,England,8.0,0.0,8.0,0.44756094,0.37433672,0.17810236
1.0,1.0,4.0,30.0,England,9.0,0.0,9.0,0.53542614,0.29547957,0.16909428
1.0,1.0,5.0,31.0,England,9.0,0.0,9.0,0.39845127,0.45327285,0.14827587
1.0,1.0,5.0,32.0,England,9.0,0.0,9.0,0.39845127,0.45327285,0.14827587
1.0,1.0,5.0,33.0,England,9.0,0.0,9.0,0.39845127,0.45327285,0.14827587
1.0,1.0,5.0,34.0,England,9.0,0.0,9.0,0.39845127,0.45327285,0.14827587
1.0,1.0,5.0,35.0,England,9.0,0.0,9.0,0.39845127,0.45327285,0.14827587
1.0,1.0,5.0,36.0,England,9.0,0.0,9.0,0.39845127,0.45327285,0.14827587
1.0,1.0,6.0,37.0,England,9.0,0.0,9.0,0.53542614,0.29547957,0.16909428
1.0,1.0,6.0,38.0,England,9.0,0.0,9.0,0.53542614,0.29547957,0.16909428
1.0,1.0,6.0,39.0,England,9.0,0.0,9.0,0.53542614,0.29547957,0.16909428
1.0,1.0,6.0,40.0,England,9.0,0.0,9.0,0.53542614,0.29547957,0.16909428
1.0,1.0,6.0,41.0,England,13.0,0.0,13.0,0.53542614,0.29547957,0.16909428
1.0,1.0,6.0,42.0,England,13.0,0.0,13.0,0.53542614,0.29547957,0.16909428
1.0,1.0,7.0,43.0,England,14.0,0.0,14.0,0.5035129,0.34281126,0.15367581
1.0,1.0,7.0,44.0,England,14.0,0.0,14.0,0.5035129,0.34281126,0.15367581
1.0,1.0,7.0,45.0,England,14.0,0.0,14.0,0.5035129,0.34281126,0.15367581
1.0,1.0,7.0,46.0,England,14.0,0.0,14.0,0.5035129,0.34281126,0.15367581
1.0,1.0,7.0,47.0,England,14.0,0.0,14.0,0.5035129,0.34281126,0.15367581
1.0,1.0,7.0,48.0,England,14.0,0.0,14.0,0.5035129,0.34281126,0.15367581
1.0,1.0,8.0,49.0,England,15.0,0.0,15.0,0.53542614,0.29547957,0.16909428
1.0,1.0,8.0,50.0,England,18.0,0.0,18.0,0.44756094,0.37433672,0.17810236
1.0,1.0,8.0,51.0,England,18.0,0.0,18.0,0.44756094,0.37433672,0.17810236
1.0,1.0,8.0,52.0,England,18.0,0.0,18.0,0.44756094,0.37433672,0.17810236
1.0,1.0,8.0,53.0,England,18.0,0.0,18.0,0.44756094,0.37433672,0.17810236
1.0,1.0,8.0,54.0,England,18.0,0.0,18.0,0.4463445,0.37331927,0.18033627
1.0,1.0,9.0,55.0,England,18.0,0.0,18.0,0.5023317,0.342007,0.15566137
1.0,1.0,9.0,56.0,England,18.0,0.0,18.0,0.50134474,0.34133506,0.15732025
1.0,1.0,9.0,57.0,England,18.0,0.0,18.0,0.50134474,0.34133506,0.15732025
1.0,1.0,9.0,58.0,England,18.0,0.0,18.0,0.4997891,0.34027594,0.15993494
1.0,1.0,9.0,59.0,England,22.0,0.0,22.0,0.4997891,0.34027594,0.15993494
1.0,1.0,9.0,60.0,England,22.0,0.0,22.0,0.49893427,0.33969393,0.16137183
1.0,1.0,10.0,61.0,England,22.0,0.0,22.0,0.44442466,0.37171355,0.18386179
1.0,1.0,10.0,62.0,England,24.0,0.0,24.0,0.44442466,0.37171355,0.18386179
1.0,1.0,10.0,63.0,England,24.0,0.0,24.0,0.44442466,0.37171355,0.18386179
1.0,1.0,10.0,64.0,England,24.0,0.0,24.0,0.44624752,0.37049395,0.18325853
1.0,1.0,10.0,65.0,England,24.0,0.0,24.0,0.44588977,0.37019694,0.18391332
1.0,1.0,10.0,66.0,England,24.0,0.0,24.0,0.44588977,0.37019694,0.18391332
1.0,1.0,11.0,67.0,England,24.0,0.0,24.0,0.49918973,0.33736902,0.16344132
1.0,1.0,11.0,68.0,England,24.0,0.0,24.0,0.49808055,0.33661938,0.16530007
1.0,1.0,11.0,69.0,England,24.0,0.0,24.0,0.49808055,0.33661938,0.16530007
1.0,1.0,11.0,70.0,England,25.0,0.0,25.0,0.39307585,0.4438701,0.163054
1.0,1.0,11.0,71.0,England,25.0,0.0,25.0,0.39307585,0.4438701,0.163054
1.0,1.0,11.0,72.0,England,25.0,0.0,25.0,0.39307585,0.4438701,0.163054
1.0,1.0,12.0,73.0,England,26.0,0.0,26.0,0.38823318,0.45827264,0.15349415
1.0,1.0,12.0,74.0,England,26.0,0.0,26.0,0.38823318,0.45827264,0.15349415
1.0,1.0,12.0,75.0,England,27.0,0.0,27.0,0.49437118,0.35255277,0.15307607
1.0,1.0,12.0,76.0,England,27.0,0.0,27.0,0.49437118,0.35255277,0.15307607
1.0,1.0,12.0,77.0,England,27.0,0.0,27.0,0.49437118,0.35255277,0.15307607
1.0,1.0,12.0,78.0,England,27.0,0.0,27.0,0.49437118,0.35255277,0.15307607
1.0,1.0,13.0,79.0,England,27.0,0.0,27.0,0.39307585,0.4438701,0.163054
1.0,1.0,13.0,80.0,England,30.0,0.0,30.0,0.49777678,0.3340578,0.16816545
1.0,1.0,13.0,81.0,England,30.0,0.0,30.0,0.49777678,0.3340578,0.16816545
1.0,1.0,13.0,82.0,England,30.0,0.0,30.0,0.49676323,0.3333776,0.16985922
1.0,1.0,13.0,83.0,England,31.0,0.0,31.0,0.3939767,0.4417713,0.16425194
1.0,1.0,13.0,84.0,England,31.0,0.0,31.0,0.3939767,0.4417713,0.16425194
1.0,1.0,14.0,85.0,England,32.0,0.0,32.0,0.3891811,0.45617393,0.154645
1.0,1.0,14.0,86.0,England,32.0,0.0,32.0,0.3891811,0.45617393,0.154645
1.0,1.0,14.0,87.0,England,32.0,0.0,32.0,0.3891811,0.45617393,0.154645
1.0,1.0,14.0,88.0,England,32.0,1.0,32.0,0.4673843,0.40539637,0.12721935
1.0,1.0,14.0,89.0,England,32.0,1.0,32.0,0.4673843,0.40539637,0.12721935
1.0,1.0,14.0,90.0,England,34.0,1.0,34.0,0.4673843,0.40539637,0.12721935
1.0,1.0,15.0,91.0,England,34.0,1.0,34.0,0.48501086,0.36578223,0.14920692
1.0,1.0,15.0,92.0,England,37.0,1.0,37.0,0.47303283,0.3888352,0.13813202
1.0,1.0,15.0,93.0,England,37.0,1.0,37.0,0.47303283,0.3888352,0.13813202
1.0,1.0,15.0,94.0,England,37.0,1.0,37.0,0.47303283,0.3888352,0.13813202
1.0,1.0,15.0,95.0,England,37.0,1.0,37.0,0.47303283,0.3888352,0.13813202
1.0,1.0,15.0,96.0,England,39.0,1.0,39.0,0.48676646,0.37109107,0.14214243
1.0,1.0,16.0,97.0,England,39.0,1.0,39.0,0.4916791,0.369687,0.13863389
1.0,1.0,16.0,98.0,England,40.0,1.0,40.0,0.48154947,0.3873755,0.13107501
1.0,1.0,16.0,99.0,England,40.0,1.0,40.0,0.48154947,0.3873755,0.13107501
1.0,1.0,16.0,100.0,England,40.0,1.0,40.0,0.47807848,0.39179128,0.13013023
1.0,1.0,16.0,101.0,England,40.0,1.0,40.0,0.47807848,0.39179128,0.13013023
1.0,1.0,16.0,102.0,England,40.0,1.0,40.0,0.47807848,0.39179128,0.13013023
1.0,1.0,17.0,103.0,England,40.0,1.0,40.0,0.4970772,0.36715513,0.13576768
1.0,1.0,17.0,104.0,England,40.0,1.0,40.0,0.4970772,0.36715513,0.13576768
1.0,1.0,17.0,105.0,England,41.0,1.0,41.0,0.4819362,0.39025003,0.12781383
1.0,1.0,17.0,106.0,England,41.0,1.0,41.0,0.4819362,0.39025003,0.12781383
1.0,1.0,17.0,107.0,England,41.0,1.0,41.0,0.4819362,0.39025003,0.12781383
1.0,1.0,17.0,108.0,England,41.0,1.0,41.0,0.4819362,0.39025003,0.12781383
1.0,1.0,18.0,109.0,England,41.0,1.0,41.0,0.4916791,0.369687,0.13863389
1.0,1.0,18.0,110.0,England,42.0,1.0,42.0,0.47807848,0.39179128,0.13013023
1.0,1.0,18.0,111.0,England,42.0,1.0,42.0,0.47807848,0.39179128,0.13013023
1.0,1.0,18.0,112.0,England,42.0,1.0,42.0,0.47807848,0.39179128,0.13013023
1.0,1.0,18.0,113.0,England,42.0,1.0,42.0,0.47807848,0.39179128,0.13013023
1.0,1.0,18.0,114.0,England,42.0,1.0,42.0,0.47807848,0.39179128,0.13013023
1.0,1.0,19.0,115.0,England,42.0,1.0,42.0,0.4970772,0.36715513,0.13576768
1.0,1.0,19.0,116.0,England,42.0,1.0,42.0,0.4970772,0.36715513,0.13576768
1.0,1.0,19.0,117.0,England,42.0,1.0,42.0,0.4970772,0.36715513,0.13576768
1.0,1.0,19.0,118.0,England,44.0,1.0,44.0,0.4970772,0.36715513,0.13576768
1.0,1.0,19.0,119.0,England,45.0,1.0,45.0,0.4819362,0.39025003,0.12781383
1.0,1.0,19.0,120.0,England,45.0,1.0,45.0,0.4819362,0.39025003,0.12781383
1.0,1.0,20.0,121.0,England,45.0,1.0,45.0,0.4916791,0.369687,0.13863389
1.0,1.0,20.0,122.0,England,45.0,1.0,45.0,0.4916791,0.369687,0.13863389
1.0,1.0,20.0,123.0,England,45.0,1.0,45.0,0.4916791,0.369687,0.13863389
1.0,1.0,20.0,124.0,England,45.0,1.0,45.0,0.4916791,0.369687,0.13863389
1.0,1.0,20.0,125.0,England,45.0,1.0,45.0,0.4916791,0.369687,0.13863389
1.0,1.0,20.0,126.0,England,45.0,2.0,45.0,0.41293678,0.47748655,0.10957671
1.0,1.0,21.0,127.0,England,47.0,2.0,47.0,0.4326063,0.46805072,0.09934301
1.0,1.0,21.0,128.0,England,47.0,2.0,47.0,0.4326063,0.46805072,0.09934301
1.0,1.0,21.0,129.0,England,47.0,2.0,47.0,0.4326063,0.46805072,0.09934301
1.0,1.0,21.0,130.0,England,48.0,2.0,48.0,0.41849175,0.47537667,0.10613156
1.0,1.0,21.0,131.0,England,48.0,2.0,48.0,0.41849175,0.47537667,0.10613156
1.0,1.0,21.0,132.0,England,48.0,2.0,48.0,0.4125849,0.48278153,0.104633555
1.0,1.0,22.0,133.0,England,48.0,2.0,48.0,0.42307743,0.4772088,0.099713735
1.0,1.0,22.0,134.0,England,49.0,2.0,49.0,0.40767324,0.4855972,0.10672962
1.0,1.0,22.0,135.0,England,49.0,2.0,49.0,0.40767324,0.4855972,0.10672962
1.0,1.0,22.0,136.0,England,49.0,2.0,49.0,0.40767324,0.4855972,0.10672962
1.0,1.0,22.0,137.0,England,49.0,2.0,49.0,0.40767324,0.4855972,0.10672962
1.0,1.0,22.0,138.0,England,49.0,2.0,49.0,0.40767324,0.4855972,0.10672962
1.0,1.0,23.0,139.0,England,49.0,2.0,49.0,0.426593,0.47544485,0.097962126
1.0,1.0,23.0,140.0,England,49.0,2.0,49.0,0.426593,0.47544485,0.097962126
1.0,1.0,23.0,141.0,England,49.0,2.0,49.0,0.426593,0.47544485,0.097962126
1.0,1.0,23.0,142.0,England,49.0,2.0,49.0,0.426593,0.47544485,0.097962126
1.0,1.0,23.0,143.0,England,49.0,2.0,49.0,0.426593,0.47544485,0.097962126
1.0,1.0,23.0,144.0,England,49.0,2.0,49.0,0.426593,0.47544485,0.097962126
1.0,1.0,24.0,145.0,England,49.0,2.0,49.0,0.40767324,0.4855972,0.10672962
1.0,1.0,24.0,146.0,England,50.0,2.0,50.0,0.42307743,0.4772088,0.099713735
1.0,1.0,24.0,147.0,England,50.0,2.0,50.0,0.42307743,0.4772088,0.099713735
1.0,1.0,24.0,148.0,England,51.0,2.0,51.0,0.40767324,0.4855972,0.10672962
1.0,1.0,24.0,149.0,England,51.0,2.0,51.0,0.40767324,0.4855972,0.10672962
1.0,1.0,24.0,150.0,England,54.0,2.0,54.0,0.42659947,0.47429547,0.09910499
1.0,1.0,25.0,151.0,England,54.0,2.0,54.0,0.4125849,0.48278153,0.104633555
1.0,1.0,25.0,152.0,England,54.0,2.0,54.0,0.4125849,0.48278153,0.104633555
1.0,1.0,25.0,153.0,England,54.0,2.0,54.0,0.4125849,0.48278153,0.104633555
1.0,1.0,25.0,154.0,England,54.0,2.0,54.0,0.4125849,0.48278153,0.104633555
1.0,1.0,25.0,155.0,England,54.0,2.0,54.0,0.4125849,0.48278153,0.104633555
1.0,1.0,25.0,156.0,England,54.0,2.0,54.0,0.4125849,0.48278153,0.104633555
1.0,1.0,26.0,157.0,England,54.0,2.0,54.0,0.42659947,0.47429547,0.09910499
1.0,1.0,26.0,158.0,England,54.0,2.0,54.0,0.42659947,0.47429547,0.09910499
1.0,1.0,26.0,159.0,England,54.0,2.0,54.0,0.42659947,0.47429547,0.09910499
1.0,1.0,26.0,160.0,England,55.0,2.0,55.0,0.40767324,0.4855972,0.10672962
1.0,1.0,26.0,161.0,England,56.0,2.0,56.0,0.42609018,0.47372925,0.10018058
1.0,1.0,26.0,162.0,England,56.0,2.0,56.0,0.42609018,0.47372925,0.10018058
1.0,1.0,27.0,163.0,England,56.0,2.0,56.0,0.41206488,0.48217303,0.10576209
1.0,1.0,27.0,164.0,England,57.0,2.0,57.0,0.429618,0.47196415,0.098417856
1.0,1.0,27.0,165.0,England,57.0,2.0,57.0,0.429618,0.47196415,0.098417856
1.0,1.0,27.0,166.0,England,58.0,2.0,58.0,0.4114073,0.48140356,0.10718918
1.0,1.0,27.0,167.0,England,58.0,2.0,58.0,0.41126063,0.4815884,0.107150964
1.0,1.0,27.0,168.0,England,58.0,2.0,58.0,0.41126063,0.4815884,0.107150964
1.0,1.0,28.0,169.0,England,58.0,2.0,58.0,0.43171686,0.45487937,0.113403715
1.0,1.0,28.0,170.0,England,58.0,2.0,58.0,0.43171686,0.45487937,0.113403715
1.0,1.0,28.0,171.0,England,58.0,2.0,58.0,0.43171686,0.45487937,0.113403715
1.0,1.0,28.0,172.0,England,58.0,2.0,58.0,0.43171686,0.45487937,0.113403715
1.0,1.0,28.0,173.0,England,58.0,2.0,58.0,0.43171686,0.45487937,0.113403715
1.0,1.0,28.0,174.0,England,58.0,2.0,58.0,0.43171686,0.45487937,0.113403715
1.0,1.0,29.0,175.0,England,58.0,2.0,58.0,0.4101222,0.48025525,0.10962252
1.0,1.0,29.0,176.0,England,59.0,2.0,59.0,0.42772526,0.4702329,0.10204187
1.0,1.0,29.0,177.0,England,59.0,2.0,59.0,0.42772526,0.4702329,0.10204187
1.0,1.0,29.0,178.0,England,59.0,2.0,59.0,0.43267778,0.46409878,0.10322339
1.0,1.0,29.0,179.0,England,59.0,2.0,59.0,0.4332654,0.46472907,0.10200551
1.0,1.0,29.0,180.0,England,59.0,2.0,59.0,0.4332654,0.46472907,0.10200551
1.0,1.0,30.0,181.0,England,59.0,2.0,59.0,0.41621053,0.45839864,0.12539086
1.0,1.0,30.0,182.0,England,59.0,2.0,59.0,0.41621053,0.45839864,0.12539086
1.0,1.0,30.0,183.0,England,59.0,2.0,59.0,0.41518053,0.45726427,0.12755524
1.0,1.0,30.0,184.0,England,59.0,2.0,59.0,0.41518053,0.45726427,0.12755524
1.0,1.0,30.0,185.0,England,59.0,2.0,59.0,0.414614,0.45664027,0.12874578
1.0,1.0,30.0,186.0,England,59.0,2.0,59.0,0.4162954,0.454215,0.1294896
1.0,1.0,31.0,187.0,England,59.0,2.0,59.0,0.43306887,0.460185,0.106746174
1.0,1.0,31.0,188.0,England,59.0,2.0,59.0,0.43306887,0.460185,0.106746174
1.0,1.0,31.0,189.0,England,59.0,2.0,59.0,0.4348816,0.45871356,0.10640486
1.0,1.0,31.0,190.0,England,59.0,2.0,59.0,0.4340476,0.4578339,0.10811855
1.0,1.0,31.0,191.0,England,59.0,2.0,59.0,0.4340476,0.4578339,0.10811855
1.0,1.0,31.0,192.0,England,59.0,2.0,59.0,0.4340476,0.4578339,0.10811855
1.0,1.0,32.0,193.0,England,59.0,2.0,59.0,0.41637355,0.45096004,0.13266647
1.0,1.0,32.0,194.0,England,59.0,2.0,59.0,0.41637355,0.45096004,0.13266647
1.0,1.0,32.0,195.0,England,59.0,2.0,59.0,0.41518047,0.44966787,0.13515162
1.0,1.0,32.0,196.0,England,59.0,2.0,59.0,0.41518047,0.44966787,0.13515162
1.0,1.0,32.0,197.0,England,59.0,2.0,59.0,0.41518047,0.44966787,0.13515162
1.0,1.0,32.0,198.0,England,63.0,2.0,63.0,0.42670968,0.43326175,0.14002852
1.0,1.0,33.0,199.0,England,63.0,2.0,63.0,0.44466177,0.43970683,0.11563139
1.0,1.0,33.0,200.0,England,64.0,2.0,64.0,0.42650586,0.44923046,0.12426363
1.0,1.0,33.0,201.0,England,65.0,2.0,65.0,0.44466177,0.43970683,0.11563139
1.0,1.0,33.0,202.0,England,66.0,2.0,66.0,0.42792392,0.4473993,0.124676794
1.0,1.0,33.0,203.0,England,66.0,2.0,66.0,0.42792392,0.4473993,0.124676794
1.0,1.0,33.0,204.0,England,69.0,2.0,69.0,0.45079708,0.43197605,0.11722684
1.0,1.0,34.0,205.0,England,69.0,2.0,69.0,0.43423584,0.42426392,0.1415002
1.0,1.0,34.0,206.0,England,69.0,2.0,69.0,0.43388,0.42391625,0.14220373
1.0,1.0,34.0,207.0,England,69.0,2.0,69.0,0.43313274,0.42318612,0.14368117
1.0,1.0,34.0,208.0,England,72.0,2.0,72.0,0.45974955,0.40887493,0.1313755
1.0,1.0,34.0,209.0,England,72.0,2.0,72.0,0.45974955,0.40887493,0.1313755
1.0,1.0,34.0,210.0,England,73.0,2.0,73.0,0.43853694,0.41784057,0.14362249
1.0,1.0,35.0,211.0,England,73.0,2.0,73.0,0.50689536,0.33656797,0.1565367
1.0,1.0,35.0,212.0,England,77.0,2.0,77.0,0.5160925,0.32141614,0.1624914
1.0,1.0,35.0,213.0,England,77.0,2.0,77.0,0.5160925,0.32141614,0.1624914
1.0,1.0,35.0,214.0,England,79.0,2.0,79.0,0.5160925,0.32141614,0.1624914
1.0,1.0,35.0,215.0,England,79.0,2.0,79.0,0.5155273,0.32106414,0.16340855
1.0,1.0,35.0,216.0,England,79.0,2.0,79.0,0.5155273,0.32106414,0.16340855
1.0,1.0,36.0,217.0,England,83.0,2.0,83.0,0.4509884,0.41157186,0.13743977
1.0,1.0,36.0,218.0,England,83.0,2.0,83.0,0.4509884,0.41157186,0.13743977
1.0,1.0,36.0,219.0,England,83.0,2.0,83.0,0.45019037,0.41084358,0.13896601
1.0,1.0,36.0,220.0,England,83.0,2.0,83.0,0.45019037,0.41084358,0.13896601
1.0,1.0,36.0,221.0,England,84.0,2.0,84.0,0.47325757,0.39633265,0.13040978
1.0,1.0,36.0,222.0,England,84.0,2.0,84.0,0.47325757,0.39633265,0.13040978
1.0,1.0,37.0,223.0,England,84.0,2.0,84.0,0.49457926,0.31938517,0.18603563
1.0,1.0,37.0,224.0,England,84.0,2.0,84.0,0.49457926,0.31938517,0.18603563
1.0,1.0,37.0,225.0,England,85.0,2.0,85.0,0.5290308,0.3014865,0.16948272
1.0,1.0,37.0,226.0,England,85.0,2.0,85.0,0.5290308,0.3014865,0.16948272
1.0,1.0,37.0,227.0,England,86.0,2.0,86.0,0.5290308,0.3014865,0.16948272
1.0,1.0,37.0,228.0,England,86.0,2.0,86.0,0.5290308,0.3014865,0.16948272
1.0,1.0,37.0,229.0,England,86.0,2.0,86.0,0.5290308,0.3014865,0.16948272
1.0,1.0,38.0,230.0,England,86.0,2.0,86.0,0.45402113,0.40499446,0.14098442
1.0,1.0,38.0,231.0,England,86.0,2.0,86.0,0.45402113,0.40499446,0.14098442
1.0,1.0,38.0,232.0,England,86.0,2.0,86.0,0.45402113,0.40499446,0.14098442
1.0,1.0,38.0,233.0,England,90.0,2.0,90.0,0.463174,0.39027756,0.14654839
1.0,1.0,38.0,234.0,England,90.0,2.0,90.0,0.463174,0.39027756,0.14654839
1.0,1.0,38.0,235.0,England,90.0,2.0,90.0,0.463174,0.39027756,0.14654839
1.0,1.0,39.0,236.0,England,90.0,2.0,90.0,0.5344147,0.2887637,0.17682154
1.0,1.0,39.0,237.0,England,91.0,2.0,91.0,0.5002406,0.30848122,0.19127816
1.0,1.0,39.0,238.0,England,91.0,2.0,91.0,0.5002406,0.30848122,0.19127816
1.0,1.0,39.0,239.0,England,95.0,2.0,95.0,0.50384814,0.30433613,0.1918157
1.0,1.0,39.0,240.0,England,95.0,2.0,95.0,0.50384814,0.30433613,0.1918157
1.0,1.0,39.0,241.0,England,95.0,2.0,95.0,0.50384814,0.30433613,0.1918157
1.0,1.0,40.0,242.0,England,95.0,2.0,95.0,0.48963198,0.36938202,0.140986
1.0,1.0,40.0,243.0,England,95.0,2.0,95.0,0.48963198,0.36938202,0.140986
1.0,1.0,40.0,244.0,England,95.0,2.0,95.0,0.48963198,0.36938202,0.140986
1.0,1.0,40.0,245.0,England,95.0,2.0,95.0,0.48963198,0.36938202,0.140986
1.0,1.0,40.0,246.0,England,95.0,2.0,95.0,0.48963198,0.36938202,0.140986
1.0,1.0,40.0,247.0,England,95.0,2.0,95.0,0.48963198,0.36938202,0.140986
1.0,1.0,41.0,248.0,England,95.0,2.0,95.0,0.5030767,0.30387014,0.1930532
1.0,1.0,41.0,249.0,England,95.0,2.0,95.0,0.5030767,0.30387014,0.1930532
1.0,1.0,41.0,250.0,England,95.0,2.0,95.0,0.5030767,0.30387014,0.1930532
1.0,1.0,41.0,251.0,England,96.0,2.0,96.0,0.5030767,0.30387014,0.1930532
1.0,1.0,41.0,252.0,England,96.0,2.0,96.0,0.5030767,0.30387014,0.1930532
1.0,1.0,41.0,253.0,England,97.0,2.0,97.0,0.53725415,0.2843466,0.1783992
1.0,1.0,41.0,254.0,England,97.0,2.0,97.0,0.53725415,0.2843466,0.1783992
1.0,1.0,41.0,255.0,England,98.0,2.0,98.0,0.5437567,0.28035098,0.17589231
1.0,1.0,42.0,256.0,England,98.0,2.0,98.0,0.4731841,0.38044578,0.14637016
1.0,1.0,42.0,257.0,England,98.0,2.0,98.0,0.4731841,0.38044578,0.14637016
1.0,1.0,42.0,258.0,England,98.0,2.0,98.0,0.4731841,0.38044578,0.14637016
1.0,1.0,42.0,259.0,England,98.0,2.0,98.0,0.4731841,0.38044578,0.14637016
1.0,1.0,42.0,260.0,England,100.0,2.0,100.0,0.47439837,0.37661722,0.14898434
1.0,1.0,42.0,261.0,England,100.0,2.0,100.0,0.47439837,0.37661722,0.14898434
1.0,1.0,43.0,262.0,England,100.0,2.0,100.0,0.49833584,0.3541162,0.147548
1.0,1.0,43.0,263.0,England,100.0,2.0,100.0,0.49833584,0.3541162,0.147548
1.0,1.0,43.0,264.0,England,100.0,2.0,100.0,0.49833584,0.3541162,0.147548
1.0,1.0,43.0,265.0,England,100.0,2.0,100.0,0.49833584,0.3541162,0.147548
1.0,1.0,43.0,266.0,England,100.0,2.0,100.0,0.49833584,0.3541162,0.147548
1.0,1.0,43.0,267.0,England,100.0,2.0,100.0,0.49833584,0.3541162,0.147548
1.0,1.0,44.0,268.0,England,100.0,2.0,100.0,0.47439837,0.37661722,0.14898434
1.0,1.0,44.0,269.0,England,100.0,2.0,100.0,0.47439837,0.37661722,0.14898434
1.0,1.0,44.0,270.0,England,100.0,2.0,100.0,0.47439837,0.37661722,0.14898434
1.0,1.0,44.0,271.0,England,102.0,2.0,102.0,0.4729168,0.37544104,0.15164207
1.0,1.0,44.0,272.0,England,106.0,2.0,106.0,0.46765864,0.3757129,0.15662847
1.0,1.0,44.0,273.0,England,106.0,2.0,106.0,0.46765864,0.3757129,0.15662847
1.0,1.0,45.0,274.0,England,106.0,2.0,106.0,0.48925337,0.35182577,0.15892084
1.0,1.0,45.0,275.0,England,106.0,2.0,106.0,0.48925337,0.35182577,0.15892084
1.0,1.0,45.0,276.0,England,106.0,2.0,106.0,0.48925337,0.35182577,0.15892084
1.0,1.0,45.0,277.0,England,108.0,2.0,108.0,0.4887165,0.3514397,0.1598437
1.0,1.0,45.0,278.0,England,108.0,2.0,108.0,0.4887165,0.3514397,0.1598437
1.0,1.0,45.0,279.0,England,108.0,2.0,108.0,0.4887165,0.3514397,0.1598437
1.0,1.0,46.0,280.0,England,108.0,2.0,108.0,0.46504974,0.37361693,0.16133331
1.0,1.0,46.0,281.0,England,108.0,2.0,108.0,0.46504974,0.37361693,0.16133331
1.0,1.0,46.0,282.0,England,108.0,2.0,108.0,0.46504974,0.37361693,0.16133331
1.0,1.0,46.0,283.0,England,109.0,2.0,109.0,0.48805988,0.35840395,0.1535362
1.0,1.0,46.0,284.0,England,109.0,2.0,109.0,0.48805988,0.35840395,0.1535362
1.0,1.0,46.0,285.0,England,109.0,2.0,109.0,0.48805988,0.35840395,0.1535362
1.0,1.0,47.0,286.0,England,113.0,2.0,113.0,0.48047924,0.3498008,0.16972001
1.0,1.0,47.0,287.0,England,113.0,2.0,113.0,0.48047924,0.3498008,0.16972001
1.0,1.0,47.0,288.0,England,113.0,2.0,113.0,0.48047924,0.3498008,0.16972001
1.0,1.0,47.0,289.0,England,114.0,2.0,114.0,0.50467134,0.33388957,0.16143905
1.0,1.0,47.0,290.0,England,114.0,2.0,114.0,0.50467134,0.33388957,0.16143905
