innings_num,day,over,ball_in_match,batting_team,innings_runs,innings_wickets,current_lead,p_England_win,p_India_win,p_draw
1.0,1.0,47.0,288.0,India,123.0,5.0,123.0,0.504945,0.3326795,0.16237547
1.0,1.0,47.0,289.0,India,123.0,5.0,123.0,0.504945,0.3326795,0.16237547
1.0,1.0,48.0,290.0,India,123.0,5.0,123.0,0.33444342,0.5130003,0.15255629
1.0,1.0,48.0,291.0,India,123.0,5.0,123.0,0.33365875,0.5117967,0.15454456
1.0,1.0,48.0,292.0,India,123.0,5.0,123.0,0.33365875,0.5117967,0.15454456
1.0,1.0,48.0,293.0,India,123.0,5.0,123.0,0.33365875,0.5117967,0.15454456
1.0,1.0,48.0,294.0,India,123.0,5.0,123.0,0.33365875,0.5117967,0.15454456
1.0,1.0,48.0,295.0,India,123.0,5.0,123.0,0.33365875,0.5117967,0.15454456
1.0,1.0,49.0,296.0,India,123.0,5.0,123.0,0.5057027,0.3316261,0.16267124
1.0,1.0,49.0,297.0,India,123.0,5.0,123.0,0.5057027,0.3316261,0.16267124
1.0,1.0,49.0,298.0,India,123.0,5.0,123.0,0.50690323,0.33241338,0.16068342
1.0,1.0,49.0,299.0,India,126.0,5.0,126.0,0.46326315,0.3683831,0.16835378
1.0,1.0,49.0,300.0,India,126.0,5.0,126.0,0.46326315,0.3683831,0.16835378
1.0,1.0,49.0,301.0,India,127.0,5.0,127.0,0.50448966,0.3308306,0.16467977
1.0,1.0,50.0,302.0,India,127.0,5.0,127.0,0.33198786,0.5092337,0.15877841
1.0,1.0,50.0,303.0,India,128.0,5.0,128.0,0.37698063,0.4592691,0.16375025
1.0,1.0,50.0,304.0,India,128.0,5.0,128.0,0.37556183,0.4575406,0.16689754
1.0,1.0,50.0,305.0,India,128.0,5.0,128.0,0.37556183,0.4575406,0.16689754
1.0,1.0,50.0,306.0,India,128.0,6.0,128.0,0.38851064,0.4801526,0.13133676
1.0,1.0,50.0,307.0,India,128.0,6.0,128.0,0.38851064,0.4801526,0.13133676
1.0,1.0,51.0,308.0,India,128.0,6.0,128.0,0.54190475,0.32652956,0.13156568
1.0,1.0,51.0,309.0,India,128.0,6.0,128.0,0.5399372,0.325344,0.13471879
1.0,1.0,51.0,310.0,India,128.0,6.0,128.0,0.54099834,0.3259834,0.13301829
1.0,1.0,51.0,311.0,India,128.0,6.0,128.0,0.54797614,0.33018792,0.12183599
1.0,1.0,51.0,312.0,India,128.0,6.0,128.0,0.5521863,0.3327248,0.11508888
1.0,1.0,51.0,313.0,India,128.0,6.0,128.0,0.5521863,0.3327248,0.11508888
1.0,1.0,52.0,314.0,India,128.0,6.0,128.0,0.3949535,0.4881152,0.11693138
1.0,1.0,52.0,315.0,India,128.0,6.0,128.0,0.3949535,0.4881152,0.11693138
1.0,1.0,52.0,316.0,India,132.0,6.0,132.0,0.38394743,0.47997266,0.13607994
1.0,1.0,52.0,317.0,India,133.0,6.0,133.0,0.37887323,0.4804904,0.14063643
1.0,1.0,52.0,318.0,India,134.0,6.0,134.0,0.38394743,0.47997266,0.13607994
1.0,1.0,52.0,319.0,India,134.0,6.0,134.0,0.38394743,0.47997266,0.13607994
1.0,1.0,53.0,320.0,India,134.0,6.0,134.0,0.5374497,0.32574698,0.1368033
1.0,1.0,53.0,321.0,India,134.0,6.0,134.0,0.5374497,0.32574698,0.1368033
1.0,1.0,53.0,322.0,India,134.0,6.0,134.0,0.5374497,0.32574698,0.1368033
1.0,1.0,53.0,323.0,India,134.0,6.0,134.0,0.5374497,0.32574698,0.1368033
1.0,1.0,53.0,324.0,India,137.0,6.0,137.0,0.53156704,0.33116797,0.137265
1.0,1.0,53.0,325.0,India,138.0,6.0,138.0,0.53902173,0.3196878,0.14129041
1.0,1.0,54.0,326.0,India,138.0,6.0,138.0,0.38251233,0.47995338,0.13753426
1.0,1.0,54.0,327.0,India,138.0,6.0,138.0,0.38251233,0.47995338,0.13753426
1.0,1.0,54.0,328.0,India,138.0,6.0,138.0,0.38251233,0.47995338,0.13753426
1.0,1.0,54.0,329.0,India,139.0,6.0,139.0,0.37743154,0.48043862,0.14212981
1.0,1.0,54.0,330.0,India,139.0,6.0,139.0,0.37743154,0.48043862,0.14212981
1.0,1.0,54.0,331.0,India,139.0,6.0,139.0,0.37743154,0.48043862,0.14212981
1.0,1.0,55.0,332.0,India,140.0,6.0,140.0,0.5333079,0.32467067,0.14202136
1.0,1.0,55.0,333.0,India,140.0,6.0,140.0,0.5333079,0.32467067,0.14202136
1.0,1.0,55.0,334.0,India,140.0,6.0,140.0,0.5333079,0.32467067,0.14202136
1.0,1.0,55.0,335.0,India,141.0,6.0,141.0,0.5285217,0.3307315,0.14074677
1.0,1.0,55.0,336.0,India,142.0,6.0,142.0,0.5333079,0.32467067,0.14202136
1.0,1.0,55.0,337.0,India,142.0,6.0,142.0,0.532303,0.3240589,0.14363815
1.0,1.0,56.0,338.0,India,142.0,6.0,142.0,0.38029066,0.47716573,0.14254364
1.0,1.0,56.0,339.0,India,142.0,6.0,142.0,0.38029066,0.47716573,0.14254364
1.0,1.0,56.0,340.0,India,143.0,6.0,143.0,0.37516654,0.47755545,0.147278
1.0,1.0,56.0,341.0,India,144.0,6.0,144.0,0.38029066,0.47716573,0.14254364
1.0,1.0,56.0,342.0,India,144.0,6.0,144.0,0.38029066,0.47716573,0.14254364
1.0,1.0,56.0,343.0,India,144.0,6.0,144.0,0.37499943,0.48123989,0.14376071
1.0,1.0,57.0,344.0,India,145.0,6.0,145.0,0.52417076,0.32800886,0.14782038
1.0,1.0,57.0,345.0,India,145.0,6.0,145.0,0.52417076,0.32800886,0.14782038
1.0,1.0,57.0,346.0,India,145.0,7.0,145.0,0.56603414,0.30337065,0.13059516
1.0,1.0,57.0,347.0,India,149.0,7.0,149.0,0.55199456,0.30475578,0.14324963
1.0,1.0,57.0,348.0,India,149.0,7.0,149.0,0.55199456,0.30475578,0.14324963
1.0,1.0,57.0,349.0,India,149.0,7.0,149.0,0.55299604,0.30932653,0.1376774
1.0,1.0,58.0,350.0,India,149.0,7.0,149.0,0.37601694,0.48834398,0.13563906
1.0,1.0,58.0,351.0,India,149.0,7.0,149.0,0.368458,0.49914238,0.13239957
1.0,1.0,58.0,352.0,India,149.0,7.0,149.0,0.368458,0.49914238,0.13239957
1.0,1.0,58.0,353.0,India,149.0,7.0,149.0,0.368458,0.49914238,0.13239957
1.0,1.0,58.0,354.0,India,150.0,7.0,150.0,0.4114527,0.45276293,0.13578434
1.0,1.0,58.0,355.0,India,150.0,7.0,150.0,0.4114527,0.45276293,0.13578434
1.0,1.0,59.0,356.0,India,150.0,7.0,150.0,0.5258072,0.32966194,0.14453085
1.0,1.0,59.0,357.0,India,150.0,7.0,150.0,0.5258072,0.32966194,0.14453085
1.0,1.0,59.0,358.0,India,150.0,7.0,150.0,0.5258072,0.32966194,0.14453085
1.0,1.0,59.0,359.0,India,151.0,7.0,151.0,0.5518611,0.30725315,0.14088576
1.0,1.0,59.0,360.0,India,151.0,7.0,151.0,0.5518611,0.30725315,0.14088576
1.0,1.0,59.0,361.0,India,151.0,7.0,151.0,0.5518611,0.30725315,0.14088576
1.0,1.0,60.0,362.0,India,151.0,7.0,151.0,0.36759284,0.4979704,0.13443677
1.0,1.0,60.0,363.0,India,151.0,7.0,151.0,0.36759284,0.4979704,0.13443677
1.0,1.0,60.0,364.0,India,151.0,7.0,151.0,0.36759284,0.4979704,0.13443677
1.0,1.0,60.0,365.0,India,151.0,7.0,151.0,0.36701375,0.4971859,0.13580036
1.0,1.0,60.0,366.0,India,152.0,7.0,152.0,0.40907878,0.45015067,0.14077052
1.0,1.0,60.0,367.0,India,153.0,7.0,153.0,0.36627886,0.49619034,0.1375308
1.0,1.0,61.0,368.0,India,153.0,7.0,153.0,0.53792596,0.31423768,0.14783636
1.0,1.0,61.0,369.0,India,153.0,7.0,153.0,0.53792596,0.31423768,0.14783636
1.0,1.0,61.0,370.0,India,153.0,7.0,153.0,0.5390863,0.3149155,0.14599822
1.0,1.0,61.0,371.0,India,153.0,7.0,153.0,0.5371892,0.31380728,0.14900355
1.0,1.0,61.0,372.0,India,153.0,7.0,153.0,0.54496247,0.3183482,0.13668932
1.0,1.0,61.0,373.0,India,153.0,7.0,153.0,0.54966444,0.3210949,0.1292407
1.0,1.0,62.0,374.0,India,153.0,7.0,153.0,0.35653457,0.5145072,0.12895824
1.0,1.0,62.0,375.0,India,154.0,7.0,154.0,0.3994102,0.4681913,0.13239855
1.0,1.0,62.0,376.0,India,154.0,7.0,154.0,0.38962036,0.475823,0.13455668
1.0,1.0,62.0,377.0,India,154.0,7.0,154.0,0.38962036,0.475823,0.13455668
1.0,1.0,62.0,378.0,India,154.0,7.0,154.0,0.38962036,0.475823,0.13455668
1.0,1.0,62.0,379.0,India,154.0,7.0,154.0,0.38962036,0.475823,0.13455668
1.0,1.0,63.0,380.0,India,155.0,7.0,155.0,0.536814,0.32670745,0.1364786
1.0,1.0,63.0,381.0,India,155.0,7.0,155.0,0.536814,0.32670745,0.1364786
1.0,1.0,63.0,382.0,India,155.0,7.0,155.0,0.536814,0.32670745,0.1364786
1.0,1.0,63.0,383.0,India,155.0,7.0,155.0,0.536814,0.32670745,0.1364786
1.0,1.0,63.0,384.0,India,155.0,7.0,155.0,0.536814,0.32670745,0.1364786
1.0,1.0,63.0,385.0,India,155.0,7.0,155.0,0.536814,0.32670745,0.1364786
1.0,1.0,64.0,386.0,India,155.0,7.0,155.0,0.3471882,0.52198046,0.13083138
1.0,1.0,64.0,387.0,India,155.0,7.0,155.0,0.3471882,0.52198046,0.13083138
1.0,1.0,64.0,388.0,India,159.0,7.0,159.0,0.3460061,0.52360797,0.13038592
1.0,1.0,64.0,389.0,India,159.0,7.0,159.0,0.3460061,0.52360797,0.13038592
1.0,1.0,64.0,390.0,India,159.0,7.0,159.0,0.3460061,0.52360797,0.13038592
1.0,1.0,64.0,391.0,India,160.0,7.0,160.0,0.38841075,0.47745037,0.13413894
1.0,1.0,65.0,392.0,India,161.0,7.0,161.0,0.5420134,0.32018608,0.1378005
1.0,1.0,65.0,393.0,India,161.0,7.0,161.0,0.5420134,0.32018608,0.1378005
1.0,1.0,65.0,394.0,India,161.0,7.0,161.0,0.5420134,0.32018608,0.1378005
1.0,1.0,65.0,395.0,India,161.0,7.0,161.0,0.54668885,0.322948,0.13036314
1.0,1.0,65.0,396.0,India,161.0,7.0,161.0,0.54668885,0.322948,0.13036314
1.0,1.0,65.0,397.0,India,161.0,7.0,161.0,0.54912066,0.32438457,0.1264948
1.0,1.0,66.0,398.0,India,161.0,7.0,161.0,0.3330451,0.55324084,0.11371404
1.0,1.0,66.0,399.0,India,161.0,7.0,161.0,0.33295134,0.55308515,0.1139635
1.0,1.0,66.0,400.0,India,162.0,7.0,162.0,0.37502587,0.5060425,0.11893166
1.0,1.0,66.0,401.0,India,162.0,7.0,162.0,0.37421224,0.5049446,0.12084318
1.0,1.0,66.0,402.0,India,162.0,7.0,162.0,0.37421224,0.5049446,0.12084318
1.0,1.0,66.0,403.0,India,162.0,7.0,162.0,0.3739488,0.5045892,0.12146201
1.0,1.0,67.0,404.0,India,162.0,7.0,162.0,0.5117762,0.35152903,0.13669471
1.0,1.0,67.0,405.0,India,162.0,7.0,162.0,0.5134821,0.35270077,0.13381717
1.0,1.0,67.0,406.0,India,162.0,7.0,162.0,0.51358867,0.35277396,0.1336374
1.0,1.0,67.0,407.0,India,162.0,7.0,162.0,0.51358867,0.35277396,0.1336374
1.0,1.0,67.0,408.0,India,166.0,7.0,166.0,0.50548285,0.34720623,0.14731087
1.0,1.0,67.0,409.0,India,166.0,7.0,166.0,0.5014342,0.3500489,0.14851694
1.0,1.0,68.0,410.0,India,166.0,7.0,166.0,0.5125154,0.35411194,0.1333726
1.0,1.0,68.0,411.0,India,166.0,7.0,166.0,0.5125154,0.35411194,0.1333726
1.0,1.0,68.0,412.0,India,167.0,7.0,167.0,0.48798877,0.3733084,0.13870281
1.0,1.0,68.0,413.0,India,167.0,7.0,167.0,0.48821115,0.3734785,0.13831036
1.0,1.0,68.0,414.0,India,167.0,7.0,167.0,0.48821115,0.3734785,0.13831036
1.0,1.0,68.0,415.0,India,171.0,7.0,171.0,0.48329893,0.3687495,0.14795153
1.0,1.0,69.0,416.0,India,171.0,7.0,171.0,0.52201253,0.31700766,0.1609798
1.0,1.0,69.0,417.0,India,171.0,7.0,171.0,0.5273249,0.3202338,0.15244128
1.0,1.0,69.0,418.0,India,171.0,7.0,171.0,0.5273249,0.3202338,0.15244128
1.0,1.0,69.0,419.0,India,171.0,7.0,171.0,0.5284224,0.3209003,0.15067725
1.0,1.0,69.0,420.0,India,171.0,7.0,171.0,0.52962744,0.32163206,0.14874053
1.0,1.0,69.0,421.0,India,171.0,7.0,171.0,0.52962744,0.32163206,0.14874053
1.0,1.0,70.0,422.0,India,175.0,7.0,175.0,0.4729838,0.36273038,0.16428585
1.0,1.0,70.0,423.0,India,175.0,7.0,175.0,0.47411782,0.36360005,0.16228212
1.0,1.0,70.0,424.0,India,179.0,7.0,179.0,0.4703882,0.36719847,0.16241325
1.0,1.0,70.0,425.0,India,179.0,7.0,179.0,0.46588743,0.37031904,0.16379347
1.0,1.0,70.0,426.0,India,179.0,7.0,179.0,0.46588743,0.37031904,0.16379347
1.0,1.0,70.0,427.0,India,179.0,7.0,179.0,0.46588743,0.37031904,0.16379347
1.0,1.0,71.0,428.0,India,183.0,7.0,183.0,0.501433,0.31578332,0.18278371
1.0,1.0,71.0,429.0,India,183.0,7.0,183.0,0.5003216,0.3150834,0.18459493
1.0,1.0,71.0,430.0,India,183.0,7.0,183.0,0.5003216,0.3150834,0.18459493
1.0,1.0,71.0,431.0,India,183.0,7.0,183.0,0.5003216,0.3150834,0.18459493
1.0,1.0,71.0,432.0,India,185.0,7.0,185.0,0.4951955,0.3118552,0.19294931
1.0,1.0,71.0,433.0,India,185.0,7.0,185.0,0.5039941,0.31739622,0.17860965
1.0,1.0,72.0,434.0,India,185.0,7.0,185.0,0.4678091,0.36569142,0.16649953
1.0,1.0,72.0,435.0,India,185.0,7.0,185.0,0.4678091,0.36569142,0.16649953
1.0,1.0,72.0,436.0,India,185.0,7.0,185.0,0.46167836,0.37644684,0.16187479
1.0,1.0,72.0,437.0,India,185.0,7.0,185.0,0.46167836,0.37644684,0.16187479
1.0,1.0,72.0,438.0,India,185.0,7.0,185.0,0.46167836,0.37644684,0.16187479
1.0,1.0,72.0,439.0,India,185.0,7.0,185.0,0.4516919,0.3819267,0.1663814
1.0,1.0,73.0,440.0,India,185.0,7.0,185.0,0.50421005,0.31967252,0.17611744
1.0,1.0,73.0,441.0,India,185.0,7.0,185.0,0.50421005,0.31967252,0.17611744
1.0,1.0,73.0,442.0,India,185.0,7.0,185.0,0.49483955,0.3257144,0.17944609
1.0,1.0,73.0,443.0,India,185.0,7.0,185.0,0.49483955,0.3257144,0.17944609
1.0,1.0,73.0,444.0,India,185.0,7.0,185.0,0.49483955,0.3257144,0.17944609
1.0,1.0,73.0,445.0,India,189.0,7.0,189.0,0.50021416,0.31565344,0.18413238
1.0,1.0,74.0,446.0,India,189.0,7.0,189.0,0.44242644,0.3883806,0.16919297
1.0,1.0,74.0,447.0,India,189.0,7.0,189.0,0.44242644,0.3883806,0.16919297
1.0,1.0,74.0,448.0,India,191.0,7.0,191.0,0.45027447,0.37493286,0.17479265
1.0,1.0,74.0,449.0,India,195.0,7.0,195.0,0.4459037,0.37129343,0.18280287
1.0,1.0,74.0,450.0,India,196.0,7.0,196.0,0.4718407,0.3485294,0.1796299
1.0,1.0,74.0,451.0,India,196.0,7.0,196.0,0.4718407,0.3485294,0.1796299
1.0,1.0,75.0,452.0,India,196.0,7.0,196.0,0.47403806,0.33764407,0.1883178
1.0,1.0,75.0,453.0,India,196.0,7.0,196.0,0.47539106,0.33860776,0.18600112
1.0,1.0,75.0,454.0,India,196.0,7.0,196.0,0.47539106,0.33860776,0.18600112
1.0,1.0,75.0,455.0,India,199.0,7.0,199.0,0.4940948,0.32435852,0.18154664
1.0,1.0,75.0,456.0,India,199.0,7.0,199.0,0.4940948,0.32435852,0.18154664
1.0,1.0,75.0,457.0,India,203.0,7.0,203.0,0.4968584,0.32617274,0.17696892
1.0,1.0,76.0,458.0,India,203.0,7.0,203.0,0.4442244,0.3889209,0.16685468
1.0,1.0,76.0,459.0,India,203.0,7.0,203.0,0.4442244,0.3889209,0.16685468
1.0,1.0,76.0,460.0,India,203.0,7.0,203.0,0.4442244,0.3889209,0.16685468
1.0,1.0,76.0,461.0,India,207.0,7.0,207.0,0.4346847,0.3955966,0.16971867
1.0,1.0,76.0,462.0,India,208.0,7.0,208.0,0.45765322,0.37361565,0.16873114
1.0,1.0,76.0,463.0,India,208.0,7.0,208.0,0.45884228,0.37279654,0.16836123
1.0,1.0,77.0,464.0,India,208.0,7.0,208.0,0.45820498,0.35897994,0.18281509
1.0,1.0,77.0,465.0,India,209.0,7.0,209.0,0.48509982,0.3331408,0.18175936
1.0,1.0,77.0,466.0,India,209.0,7.0,209.0,0.48509982,0.3331408,0.18175936
1.0,1.0,77.0,467.0,India,209.0,7.0,209.0,0.48509982,0.3331408,0.18175936
1.0,1.0,77.0,468.0,India,209.0,7.0,209.0,0.48509982,0.3331408,0.18175936
1.0,1.0,77.0,469.0,India,209.0,7.0,209.0,0.48509982,0.3331408,0.18175936
1.0,1.0,78.0,470.0,India,209.0,7.0,209.0,0.26867983,0.57649446,0.15482566
1.0,1.0,78.0,471.0,India,209.0,7.0,209.0,0.26867983,0.57649446,0.15482566
1.0,1.0,78.0,472.0,India,211.0,7.0,211.0,0.26867983,0.57649446,0.15482566
1.0,1.0,78.0,473.0,India,212.0,7.0,212.0,0.3071681,0.52846086,0.16437107
1.0,1.0,78.0,474.0,India,213.0,7.0,213.0,0.26877147,0.5766911,0.15453742
1.0,1.0,78.0,475.0,India,214.0,7.0,214.0,0.30626076,0.5294295,0.16430973
1.0,1.0,79.0,476.0,India,215.0,7.0,215.0,0.48409778,0.33404878,0.18185341
1.0,1.0,79.0,477.0,India,215.0,7.0,215.0,0.48409778,0.33404878,0.18185341
1.0,1.0,79.0,478.0,India,215.0,7.0,215.0,0.48529407,0.3332742,0.18143176
1.0,1.0,79.0,479.0,India,215.0,7.0,215.0,0.48529407,0.3332742,0.18143176
1.0,1.0,79.0,480.0,India,219.0,7.0,219.0,0.48409778,0.33404878,0.18185341
1.0,1.0,79.0,481.0,India,223.0,7.0,223.0,0.48878703,0.32759807,0.18361495
1.0,1.0,80.0,482.0,India,223.0,7.0,223.0,0.4604194,0.3509901,0.1885905
1.0,1.0,80.0,483.0,India,223.0,7.0,223.0,0.4604194,0.3509901,0.1885905
1.0,1.0,80.0,484.0,India,223.0,7.0,223.0,0.44831946,0.3588609,0.19281958
1.0,1.0,80.0,485.0,India,223.0,7.0,223.0,0.44831946,0.3588609,0.19281958
1.0,1.0,80.0,486.0,India,223.0,7.0,223.0,0.4442753,0.35562372,0.20010102
1.0,1.0,80.0,487.0,India,227.0,7.0,227.0,0.4389861,0.33372816,0.22728576
1.0,1.0,81.0,488.0,India,227.0,7.0,227.0,0.46621898,0.32427883,0.20950215
1.0,1.0,81.0,489.0,India,231.0,7.0,231.0,0.4548693,0.31083557,0.23429513
1.0,1.0,81.0,490.0,India,231.0,7.0,231.0,0.4547203,0.31073374,0.23454595
1.0,1.0,81.0,491.0,India,231.0,7.0,231.0,0.4547203,0.31073374,0.23454595
1.0,1.0,81.0,492.0,India,235.0,7.0,235.0,0.4547203,0.31073374,0.23454595
1.0,1.0,81.0,493.0,India,235.0,7.0,235.0,0.4547203,0.31073374,0.23454595
1.0,1.0,82.0,494.0,India,235.0,8.0,235.0,0.45938048,0.31111073,0.22950879
1.0,1.0,82.0,495.0,India,235.0,8.0,235.0,0.45938048,0.31111073,0.22950879
1.0,1.0,82.0,496.0,India,235.0,8.0,235.0,0.45938048,0.31111073,0.22950879
1.0,1.0,82.0,497.0,India,235.0,8.0,235.0,0.45938048,0.31111073,0.22950879
1.0,1.0,82.0,498.0,India,239.0,8.0,239.0,0.4589828,0.31170714,0.22931011
1.0,1.0,82.0,499.0,India,245.0,8.0,245.0,0.4535168,0.30799508,0.23848817
1.0,1.0,83.0,500.0,India,246.0,8.0,246.0,0.4472952,0.3115015,0.2412033
1.0,1.0,83.0,501.0,India,247.0,8.0,247.0,0.47254017,0.28508127,0.24237853
1.0,1.0,83.0,502.0,India,251.0,8.0,251.0,0.47298124,0.284414,0.24260476
1.0,1.0,83.0,503.0,India,251.0,8.0,251.0,0.47298124,0.284414,0.24260476
1.0,1.0,83.0,504.0,India,251.0,8.0,251.0,0.47298124,0.284414,0.24260476
1.0,1.0,83.0,505.0,India,255.0,8.0,255.0,0.47298124,0.284414,0.24260476
1.0,1.0,84.0,506.0,India,257.0,8.0,257.0,0.45334637,0.3076505,0.23900312
1.0,1.0,84.0,507.0,India,257.0,8.0,257.0,0.45397416,0.3072972,0.23872867
1.0,1.0,84.0,508.0,India,257.0,8.0,257.0,0.45397416,0.3072972,0.23872867
1.0,1.0,84.0,509.0,India,261.0,8.0,261.0,0.4381132,0.31844765,0.24343912
1.0,1.0,84.0,510.0,India,261.0,8.0,261.0,0.4381132,0.31844765,0.24343912
1.0,1.0,84.0,511.0,India,261.0,8.0,261.0,0.4381132,0.31844765,0.24343912
1.0,1.0,85.0,512.0,India,265.0,8.0,265.0,0.4547768,0.29981917,0.24540402
1.0,1.0,85.0,513.0,India,266.0,8.0,266.0,0.43095416,0.32601625,0.24302961
1.0,1.0,85.0,514.0,India,266.0,8.0,266.0,0.42926484,0.3247383,0.24599686
1.0,1.0,85.0,515.0,India,266.0,8.0,266.0,0.42926484,0.3247383,0.24599686
1.0,1.0,85.0,516.0,India,266.0,8.0,266.0,0.42926484,0.3247383,0.24599686
1.0,1.0,85.0,517.0,India,267.0,8.0,267.0,0.45445427,0.2978259,0.24771987
1.0,1.0,86.0,518.0,India,271.0,8.0,271.0,0.41029114,0.335534,0.25417486
1.0,1.0,86.0,519.0,India,275.0,8.0,275.0,0.41029114,0.335534,0.25417486
1.0,1.0,86.0,520.0,India,275.0,8.0,275.0,0.41029114,0.335534,0.25417486
1.0,1.0,86.0,521.0,India,275.0,8.0,275.0,0.41029114,0.335534,0.25417486
1.0,1.0,86.0,522.0,India,275.0,9.0,275.0,0.5079045,0.26199725,0.2300982
1.0,1.0,86.0,523.0,India,275.0,9.0,275.0,0.5079045,0.26199725,0.2300982
1.0,1.0,87.0,524.0,India,276.0,9.0,276.0,0.47707278,0.27841246,0.2445148
1.0,1.0,87.0,525.0,India,279.0,9.0,279.0,0.41031235,0.31824017,0.27144748
1.0,1.0,87.0,526.0,India,279.0,9.0,279.0,0.41031235,0.31824017,0.27144748
1.0,1.0,87.0,527.0,India,280.0,9.0,280.0,0.47707278,0.27841246,0.2445148
1.0,1.0,87.0,528.0,India,280.0,9.0,280.0,0.47707278,0.27841246,0.2445148
1.0,1.0,87.0,529.0,India,280.0,9.0,280.0,0.47707278,0.27841246,0.2445148
1.0,1.0,88.0,530.0,India,280.0,9.0,280.0,0.4164071,0.31495097,0.26864192
1.0,1.0,88.0,531.0,India,280.0,9.0,280.0,0.4164071,0.31495097,0.26864192
1.0,1.0,88.0,532.0,India,280.0,9.0,280.0,0.4041914,0.3215435,0.2742651
1.0,1.0,88.0,533.0,India,280.0,9.0,280.0,0.4041914,0.3215435,0.2742651
1.0,1.0,88.0,534.0,India,280.0,9.0,280.0,0.4041914,0.3215435,0.2742651
1.0,1.0,88.0,535.0,India,280.0,9.0,280.0,0.4041914,0.3215435,0.2742651
1.0,1.0,89.0,536.0,India,281.0,9.0,281.0,0.39815348,0.32480204,0.2770445
1.0,1.0,89.0,537.0,India,282.0,9.0,282.0,0.4644938,0.2851096,0.25039655
1.0,1.0,89.0,538.0,India,286.0,9.0,286.0,0.4644938,0.2851096,0.25039655
1.0,1.0,89.0,539.0,India,286.0,9.0,286.0,0.4644938,0.2851096,0.25039655
1.0,1.0,89.0,540.0,India,286.0,9.0,286.0,0.4644938,0.2851096,0.25039655
1.0,2.0,89.0,541.0,India,290.0,9.0,290.0,0.45524853,0.29199424,0.25275728
1.0,2.0,90.0,542.0,India,290.0,9.0,290.0,0.40579095,0.32281598,0.2713931
1.0,2.0,90.0,543.0,India,290.0,9.0,290.0,0.40579095,0.32281598,0.2713931
1.0,2.0,90.0,544.0,India,290.0,9.0,290.0,0.40579095,0.32281598,0.2713931
1.0,2.0,90.0,545.0,India,294.0,9.0,294.0,0.40154848,0.32512075,0.27333072
1.0,2.0,90.0,546.0,India,295.0,9.0,295.0,0.44765836,0.29200286,0.26033884
1.0,2.0,90.0,547.0,India,295.0,9.0,295.0,0.44765836,0.29200286,0.26033884
1.0,2.0,91.0,548.0,India,295.0,9.0,295.0,0.40085813,0.32805258,0.27108932
1.0,2.0,91.0,549.0,India,295.0,9.0,295.0,0.40085813,0.32805258,0.27108932
1.0,2.0,91.0,550.0,India,295.0,9.0,295.0,0.40085813,0.32805258,0.27108932
1.0,2.0,91.0,551.0,India,295.0,9.0,295.0,0.39980674,0.32719213,0.2730011
2.0,2.0,0.0,552.0,England,0.0,0.0,-295.0,0.44318414,0.34288025,0.2139356
2.0,2.0,0.0,553.0,England,0.0,0.0,-295.0,0.44318414,0.34288025,0.2139356
2.0,2.0,0.0,554.0,England,1.0,0.0,-294.0,0.4334089,0.35345343,0.21313769
2.0,2.0,0.0,555.0,England,1.0,0.0,-294.0,0.4334089,0.35345343,0.21313769
2.0,2.0,0.0,556.0,England,1.0,0.0,-294.0,0.4334089,0.35345343,0.21313769
2.0,2.0,0.0,557.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,1.0,558.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,1.0,559.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,1.0,560.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,1.0,561.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,1.0,562.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,1.0,563.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,2.0,564.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,2.0,565.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,2.0,566.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,2.0,567.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,2.0,568.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,2.0,569.0,England,2.0,0.0,-293.0,0.4534652,0.3276363,0.2188985
2.0,2.0,3.0,570.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,3.0,571.0,England,2.0,0.0,-293.0,0.3770755,0.45309877,0.16982579
2.0,2.0,3.0,572.0,England,3.0,0.0,-292.0,0.38513395,0.44304645,0.17181955
2.0,2.0,3.0,573.0,England,3.0,0.0,-292.0,0.38513395,0.44304645,0.17181955
2.0,2.0,3.0,574.0,England,3.0,0.0,-292.0,0.38513395,0.44304645,0.17181955
2.0,2.0,3.0,575.0,England,3.0,0.0,-292.0,0.38513395,0.44304645,0.17181955
2.0,2.0,4.0,576.0,England,7.0,0.0,-288.0,0.46787393,0.31399322,0.21813287
2.0,2.0,4.0,577.0,England,7.0,0.0,-288.0,0.46787393,0.31399322,0.21813287
