innings_num,day,over,ball_in_match,batting_team,innings_runs,innings_wickets,current_lead,p_Australia_win,p_India_win,p_draw
1.0,2.0,98.0,600.0,Australia,310.0,5.0,310.0,0.6538813,0.13038921,0.21572948
1.0,2.0,98.0,601.0,Australia,311.0,5.0,311.0,0.5755595,0.15017948,0.27426106
1.0,2.0,99.0,602.0,Australia,311.0,5.0,311.0,0.75824744,0.087583266,0.15416935
1.0,2.0,99.0,603.0,Australia,311.0,5.0,311.0,0.75824744,0.087583266,0.15416935
1.0,2.0,99.0,604.0,Australia,311.0,6.0,311.0,0.72569543,0.11271844,0.16158615
1.0,2.0,99.0,605.0,Australia,311.0,6.0,311.0,0.72569543,0.11271844,0.16158615
1.0,2.0,99.0,606.0,Australia,311.0,6.0,311.0,0.72569543,0.11271844,0.16158615
1.0,2.0,99.0,607.0,Australia,311.0,6.0,311.0,0.7230694,0.113797516,0.16313305
1.0,2.0,100.0,608.0,Australia,311.0,6.0,311.0,0.52680165,0.19249043,0.28070793
1.0,2.0,100.0,609.0,Australia,311.0,6.0,311.0,0.52680165,0.19249043,0.28070793
1.0,2.0,100.0,610.0,Australia,312.0,6.0,312.0,0.5812809,0.1712236,0.2474955
1.0,2.0,100.0,611.0,Australia,313.0,6.0,313.0,0.52680165,0.19249043,0.28070793
1.0,2.0,100.0,612.0,Australia,313.0,6.0,313.0,0.52680165,0.19249043,0.28070793
1.0,2.0,100.0,613.0,Australia,313.0,7.0,313.0,0.5681224,0.24760008,0.18427752
1.0,2.0,101.0,614.0,Australia,313.0,7.0,313.0,0.68081385,0.16555868,0.15362751
1.0,2.0,101.0,615.0,Australia,314.0,7.0,314.0,0.72100455,0.13566227,0.14333315
1.0,2.0,101.0,616.0,Australia,315.0,7.0,315.0,0.716644,0.12703563,0.15632041
1.0,2.0,101.0,617.0,Australia,315.0,7.0,315.0,0.709707,0.13014562,0.16014735
1.0,2.0,101.0,618.0,Australia,315.0,8.0,315.0,0.67120713,0.1818214,0.14697146
1.0,2.0,101.0,619.0,Australia,317.0,8.0,317.0,0.6786475,0.17770691,0.1436456
1.0,2.0,102.0,620.0,Australia,317.0,8.0,317.0,0.563149,0.25419965,0.18265134
1.0,2.0,102.0,621.0,Australia,317.0,8.0,317.0,0.55478877,0.2590644,0.18614681
1.0,2.0,102.0,622.0,Australia,317.0,8.0,317.0,0.55478877,0.2590644,0.18614681
1.0,2.0,102.0,623.0,Australia,317.0,8.0,317.0,0.55478877,0.2590644,0.18614681
1.0,2.0,102.0,624.0,Australia,317.0,8.0,317.0,0.55478877,0.2590644,0.18614681
1.0,2.0,102.0,625.0,Australia,317.0,8.0,317.0,0.552912,0.26015648,0.18693152
1.0,2.0,103.0,626.0,Australia,323.0,8.0,323.0,0.6815092,0.17612444,0.14236642
1.0,2.0,103.0,627.0,Australia,327.0,8.0,327.0,0.68471307,0.17225121,0.14303571
1.0,2.0,103.0,628.0,Australia,331.0,8.0,331.0,0.7040189,0.15410136,0.14187975
1.0,2.0,103.0,629.0,Australia,331.0,8.0,331.0,0.7040189,0.15410136,0.14187975
1.0,2.0,103.0,630.0,Australia,331.0,8.0,331.0,0.7003847,0.15330587,0.14630948
1.0,2.0,103.0,631.0,Australia,331.0,8.0,331.0,0.7003847,0.15330587,0.14630948
1.0,2.0,104.0,632.0,Australia,332.0,8.0,332.0,0.5794497,0.21907295,0.20147729
1.0,2.0,104.0,633.0,Australia,336.0,8.0,336.0,0.5835983,0.2206414,0.19576032
1.0,2.0,104.0,634.0,Australia,336.0,8.0,336.0,0.5858768,0.2175985,0.19652463
1.0,2.0,104.0,635.0,Australia,336.0,8.0,336.0,0.5858768,0.2175985,0.19652463
1.0,2.0,104.0,636.0,Australia,338.0,8.0,338.0,0.5858768,0.2175985,0.19652463
1.0,2.0,104.0,637.0,Australia,338.0,8.0,338.0,0.5858768,0.2175985,0.19652463
1.0,2.0,105.0,638.0,Australia,338.0,8.0,338.0,0.72417283,0.14579786,0.13002935
1.0,2.0,105.0,639.0,Australia,340.0,8.0,340.0,0.72417283,0.14579786,0.13002935
1.0,2.0,105.0,640.0,Australia,341.0,8.0,341.0,0.7084273,0.14880458,0.14276817
1.0,2.0,105.0,641.0,Australia,341.0,8.0,341.0,0.7084273,0.14880458,0.14276817
1.0,2.0,105.0,642.0,Australia,345.0,8.0,345.0,0.7113123,0.14890163,0.13978611
1.0,2.0,105.0,643.0,Australia,346.0,8.0,346.0,0.7293472,0.14294983,0.12770298
1.0,2.0,106.0,644.0,Australia,346.0,8.0,346.0,0.5949451,0.21266456,0.19239034
1.0,2.0,106.0,645.0,Australia,347.0,8.0,347.0,0.6084877,0.21341679,0.17809546
1.0,2.0,106.0,646.0,Australia,349.0,8.0,349.0,0.6084877,0.21341679,0.17809546
1.0,2.0,106.0,647.0,Australia,349.0,8.0,349.0,0.6084877,0.21341679,0.17809546
1.0,2.0,106.0,648.0,Australia,349.0,8.0,349.0,0.6084877,0.21341679,0.17809546
1.0,2.0,106.0,649.0,Australia,351.0,8.0,351.0,0.6107895,0.21044141,0.17876916
1.0,2.0,107.0,650.0,Australia,352.0,8.0,352.0,0.5550095,0.21990149,0.22508906
1.0,2.0,107.0,651.0,Australia,352.0,8.0,352.0,0.5550095,0.21990149,0.22508906
1.0,2.0,107.0,652.0,Australia,353.0,8.0,353.0,0.54931736,0.22433981,0.22634287
1.0,2.0,107.0,653.0,Australia,353.0,8.0,353.0,0.54931736,0.22433981,0.22634287
1.0,2.0,107.0,654.0,Australia,354.0,8.0,354.0,0.5550095,0.21990149,0.22508906
1.0,2.0,107.0,655.0,Australia,354.0,8.0,354.0,0.5550095,0.21990149,0.22508906
1.0,2.0,108.0,656.0,Australia,354.0,8.0,354.0,0.6021776,0.2065432,0.19127914
1.0,2.0,108.0,657.0,Australia,354.0,8.0,354.0,0.6021776,0.2065432,0.19127914
1.0,2.0,108.0,658.0,Australia,354.0,9.0,354.0,0.61756456,0.19350775,0.18892771
1.0,2.0,108.0,659.0,Australia,354.0,9.0,354.0,0.61756456,0.19350775,0.18892771
1.0,2.0,108.0,660.0,Australia,354.0,9.0,354.0,0.61756456,0.19350775,0.18892771
1.0,2.0,108.0,661.0,Australia,355.0,9.0,355.0,0.6071625,0.20669098,0.18614659
1.0,2.0,109.0,662.0,Australia,355.0,9.0,355.0,0.5658207,0.21233225,0.22184709
1.0,2.0,109.0,663.0,Australia,355.0,9.0,355.0,0.5658207,0.21233225,0.22184709
1.0,2.0,109.0,664.0,Australia,355.0,9.0,355.0,0.5658207,0.21233225,0.22184709
1.0,2.0,109.0,665.0,Australia,355.0,9.0,355.0,0.56663936,0.21263947,0.22072119
1.0,2.0,109.0,666.0,Australia,355.0,9.0,355.0,0.56663936,0.21263947,0.22072119
1.0,2.0,109.0,667.0,Australia,356.0,9.0,356.0,0.5485989,0.21986419,0.23153694
1.0,2.0,110.0,668.0,Australia,356.0,9.0,356.0,0.61832535,0.19374612,0.18792854
1.0,2.0,110.0,669.0,Australia,356.0,9.0,356.0,0.61832535,0.19374612,0.18792854
1.0,2.0,110.0,670.0,Australia,356.0,9.0,356.0,0.61832535,0.19374612,0.18792854
1.0,2.0,110.0,671.0,Australia,356.0,9.0,356.0,0.61832535,0.19374612,0.18792854
1.0,2.0,110.0,672.0,Australia,356.0,9.0,356.0,0.61832535,0.19374612,0.18792854
1.0,2.0,110.0,673.0,Australia,356.0,9.0,356.0,0.61832535,0.19374612,0.18792854
1.0,2.0,111.0,674.0,Australia,356.0,9.0,356.0,0.5485989,0.21986419,0.23153694
1.0,2.0,111.0,675.0,Australia,356.0,9.0,356.0,0.5485989,0.21986419,0.23153694
1.0,2.0,111.0,676.0,Australia,356.0,9.0,356.0,0.5485989,0.21986419,0.23153694
1.0,2.0,111.0,677.0,Australia,356.0,9.0,356.0,0.5485989,0.21986419,0.23153694
1.0,2.0,111.0,678.0,Australia,357.0,9.0,357.0,0.56663936,0.21263947,0.22072119
1.0,2.0,111.0,679.0,Australia,357.0,9.0,357.0,0.56663936,0.21263947,0.22072119
1.0,2.0,112.0,680.0,Australia,357.0,9.0,357.0,0.60789937,0.20694186,0.18515876
1.0,2.0,112.0,681.0,Australia,358.0,9.0,358.0,0.61832535,0.19374612,0.18792854
1.0,2.0,112.0,682.0,Australia,358.0,9.0,358.0,0.61832535,0.19374612,0.18792854
1.0,2.0,112.0,683.0,Australia,358.0,9.0,358.0,0.61832535,0.19374612,0.18792854
1.0,2.0,112.0,684.0,Australia,359.0,9.0,359.0,0.6110248,0.20529234,0.18368284
1.0,2.0,112.0,685.0,Australia,360.0,9.0,360.0,0.62141937,0.19217552,0.18640509
1.0,2.0,113.0,686.0,Australia,360.0,9.0,360.0,0.5495481,0.21737148,0.23308037
1.0,2.0,113.0,687.0,Australia,361.0,9.0,361.0,0.56302154,0.20852561,0.22845286
1.0,2.0,113.0,688.0,Australia,361.0,9.0,361.0,0.56302154,0.20852561,0.22845286
1.0,2.0,113.0,689.0,Australia,361.0,9.0,361.0,0.56302154,0.20852561,0.22845286
1.0,2.0,113.0,690.0,Australia,365.0,9.0,365.0,0.56936014,0.19961503,0.23102485
1.0,2.0,113.0,691.0,Australia,365.0,9.0,365.0,0.56936014,0.19961503,0.23102485
1.0,2.0,114.0,692.0,Australia,369.0,9.0,369.0,0.6121599,0.20046492,0.18737516
1.0,2.0,114.0,693.0,Australia,369.0,9.0,369.0,0.6079935,0.19910052,0.192906
1.0,2.0,114.0,694.0,Australia,369.0,9.0,369.0,0.6079935,0.19910052,0.192906
1.0,2.0,114.0,695.0,Australia,369.0,9.0,369.0,0.6079935,0.19910052,0.192906
1.0,2.0,114.0,696.0,Australia,369.0,9.0,369.0,0.6079935,0.19910052,0.192906
1.0,2.0,114.0,697.0,Australia,369.0,9.0,369.0,0.6079935,0.19910052,0.192906
1.0,2.0,115.0,698.0,Australia,369.0,9.0,369.0,0.62702215,0.174463,0.19851482
1.0,2.0,115.0,699.0,Australia,369.0,9.0,369.0,0.62702215,0.174463,0.19851482
2.0,2.0,0.0,700.0,India,0.0,0.0,-369.0,0.47428766,0.34781706,0.17789525
2.0,2.0,0.0,701.0,India,0.0,0.0,-369.0,0.47688448,0.34609896,0.17701651
2.0,2.0,0.0,702.0,India,0.0,0.0,-369.0,0.47688448,0.34609896,0.17701651
2.0,2.0,0.0,703.0,India,0.0,0.0,-369.0,0.47688448,0.34609896,0.17701651
2.0,2.0,0.0,704.0,India,0.0,0.0,-369.0,0.47688448,0.34609896,0.17701651
2.0,2.0,0.0,705.0,India,2.0,0.0,-367.0,0.47688448,0.34609896,0.17701651
2.0,2.0,1.0,706.0,India,2.0,0.0,-367.0,0.50255984,0.30049017,0.19694996
2.0,2.0,1.0,707.0,India,2.0,0.0,-367.0,0.50255984,0.30049017,0.19694996
2.0,2.0,1.0,708.0,India,2.0,0.0,-367.0,0.50255984,0.30049017,0.19694996
2.0,2.0,1.0,709.0,India,2.0,0.0,-367.0,0.50255984,0.30049017,0.19694996
2.0,2.0,1.0,710.0,India,2.0,0.0,-367.0,0.50255984,0.30049017,0.19694996
2.0,2.0,1.0,711.0,India,2.0,0.0,-367.0,0.50255984,0.30049017,0.19694996
2.0,2.0,2.0,712.0,India,2.0,0.0,-367.0,0.47688448,0.34609896,0.17701651
2.0,2.0,2.0,713.0,India,2.0,0.0,-367.0,0.47688448,0.34609896,0.17701651
2.0,2.0,2.0,714.0,India,2.0,0.0,-367.0,0.47688448,0.34609896,0.17701651
2.0,2.0,2.0,715.0,India,2.0,0.0,-367.0,0.47688448,0.34609896,0.17701651
2.0,2.0,2.0,716.0,India,2.0,0.0,-367.0,0.47688448,0.34609896,0.17701651
2.0,2.0,2.0,717.0,India,2.0,0.0,-367.0,0.4739383,0.34396076,0.18210101
2.0,2.0,3.0,718.0,India,2.0,0.0,-367.0,0.49910772,0.2984261,0.20246616
2.0,2.0,3.0,719.0,India,3.0,0.0,-366.0,0.4802765,0.32204512,0.19767839
2.0,2.0,3.0,720.0,India,3.0,0.0,-366.0,0.4802765,0.32204512,0.19767839
2.0,2.0,3.0,721.0,India,3.0,0.0,-366.0,0.4802765,0.32204512,0.19767839
2.0,2.0,3.0,722.0,India,5.0,0.0,-364.0,0.4802765,0.32204512,0.19767839
2.0,2.0,3.0,723.0,India,5.0,0.0,-364.0,0.4802765,0.32204512,0.19767839
2.0,2.0,4.0,724.0,India,5.0,0.0,-364.0,0.4958606,0.31803635,0.18610303
2.0,2.0,4.0,725.0,India,7.0,0.0,-362.0,0.47780862,0.3428635,0.17932788
2.0,2.0,4.0,726.0,India,11.0,0.0,-358.0,0.47780862,0.3428635,0.17932788
2.0,2.0,4.0,727.0,India,11.0,0.0,-358.0,0.47780862,0.3428635,0.17932788
2.0,2.0,4.0,728.0,India,11.0,0.0,-358.0,0.47780862,0.3428635,0.17932788
2.0,2.0,4.0,729.0,India,11.0,0.0,-358.0,0.47780862,0.3428635,0.17932788
2.0,2.0,5.0,730.0,India,11.0,0.0,-358.0,0.46257955,0.34702596,0.19039446
2.0,2.0,5.0,731.0,India,11.0,0.0,-358.0,0.46257955,0.34702596,0.19039446
2.0,2.0,5.0,732.0,India,11.0,0.0,-358.0,0.46257955,0.34702596,0.19039446
2.0,2.0,5.0,733.0,India,11.0,0.0,-358.0,0.46257955,0.34702596,0.19039446
2.0,2.0,5.0,734.0,India,11.0,0.0,-358.0,0.46257955,0.34702596,0.19039446
2.0,2.0,5.0,735.0,India,11.0,0.0,-358.0,0.46257955,0.34702596,0.19039446
2.0,2.0,6.0,736.0,India,11.0,0.0,-358.0,0.40786332,0.3551253,0.2370114
2.0,2.0,6.0,737.0,India,11.0,0.0,-358.0,0.40786332,0.3551253,0.2370114
2.0,2.0,6.0,738.0,India,11.0,1.0,-358.0,0.494,0.24477175,0.2612283
2.0,2.0,6.0,739.0,India,11.0,1.0,-358.0,0.494,0.24477175,0.2612283
2.0,2.0,6.0,740.0,India,11.0,1.0,-358.0,0.490555,0.24306479,0.26638025
2.0,2.0,6.0,741.0,India,11.0,1.0,-358.0,0.49313772,0.2390795,0.26778272
2.0,2.0,7.0,742.0,India,11.0,1.0,-358.0,0.47581506,0.34920314,0.17498174
2.0,2.0,7.0,743.0,India,14.0,1.0,-355.0,0.43138015,0.40997908,0.15864074
2.0,2.0,7.0,744.0,India,14.0,1.0,-355.0,0.43138015,0.40997908,0.15864074
2.0,2.0,7.0,745.0,India,14.0,1.0,-355.0,0.43138015,0.40997908,0.15864074
2.0,2.0,7.0,746.0,India,14.0,1.0,-355.0,0.43138015,0.40997908,0.15864074
2.0,2.0,7.0,747.0,India,16.0,1.0,-353.0,0.42882288,0.40754864,0.1636285
2.0,2.0,7.0,748.0,India,17.0,1.0,-352.0,0.5401035,0.23591553,0.22398096
2.0,2.0,8.0,749.0,India,17.0,1.0,-352.0,0.35193652,0.4618659,0.18619753
2.0,2.0,8.0,750.0,India,17.0,1.0,-352.0,0.35193652,0.4618659,0.18619753
2.0,2.0,8.0,751.0,India,17.0,1.0,-352.0,0.35193652,0.4618659,0.18619753
2.0,2.0,8.0,752.0,India,21.0,1.0,-348.0,0.35193652,0.4618659,0.18619753
2.0,2.0,8.0,753.0,India,21.0,1.0,-348.0,0.35193652,0.4618659,0.18619753
2.0,2.0,8.0,754.0,India,21.0,1.0,-348.0,0.35193652,0.4618659,0.18619753
2.0,2.0,9.0,755.0,India,21.0,1.0,-348.0,0.54102147,0.23461695,0.22436163
2.0,2.0,9.0,756.0,India,21.0,1.0,-348.0,0.544281,0.2300056,0.22571337
2.0,2.0,9.0,757.0,India,21.0,1.0,-348.0,0.544281,0.2300056,0.22571337
2.0,2.0,9.0,758.0,India,22.0,1.0,-347.0,0.4370969,0.39142883,0.17147428
2.0,2.0,9.0,759.0,India,22.0,1.0,-347.0,0.4370969,0.39142883,0.17147428
2.0,2.0,9.0,760.0,India,22.0,1.0,-347.0,0.4370969,0.39142883,0.17147428
2.0,2.0,10.0,761.0,India,22.0,1.0,-347.0,0.47986037,0.24217094,0.27796867
2.0,2.0,10.0,762.0,India,22.0,1.0,-347.0,0.4809759,0.24040926,0.27861488
2.0,2.0,10.0,763.0,India,22.0,1.0,-347.0,0.49161986,0.22359948,0.28478062
2.0,2.0,10.0,764.0,India,22.0,1.0,-347.0,0.49161986,0.22359948,0.28478062
2.0,2.0,10.0,765.0,India,24.0,1.0,-345.0,0.49161986,0.22359948,0.28478062
2.0,2.0,10.0,766.0,India,24.0,1.0,-345.0,0.49161986,0.22359948,0.28478062
2.0,2.0,11.0,767.0,India,24.0,1.0,-345.0,0.40920562,0.37890097,0.2118934
2.0,2.0,11.0,768.0,India,24.0,1.0,-345.0,0.40920562,0.37890097,0.2118934
2.0,2.0,11.0,769.0,India,24.0,1.0,-345.0,0.40920562,0.37890097,0.2118934
2.0,2.0,11.0,770.0,India,24.0,1.0,-345.0,0.41587391,0.3687797,0.21534635
2.0,2.0,11.0,771.0,India,26.0,1.0,-343.0,0.43317577,0.34251872,0.22430553
2.0,2.0,11.0,772.0,India,26.0,1.0,-343.0,0.43317577,0.34251872,0.22430553
2.0,2.0,12.0,773.0,India,26.0,1.0,-343.0,0.5082157,0.19739014,0.2943941
2.0,2.0,12.0,774.0,India,29.0,1.0,-340.0,0.4196475,0.35345176,0.22690067
2.0,2.0,12.0,775.0,India,32.0,1.0,-337.0,0.49833906,0.2013544,0.30030653
2.0,2.0,12.0,776.0,India,32.0,1.0,-337.0,0.49833906,0.2013544,0.30030653
2.0,2.0,12.0,777.0,India,32.0,1.0,-337.0,0.49833906,0.2013544,0.30030653
2.0,2.0,12.0,778.0,India,32.0,1.0,-337.0,0.49833906,0.2013544,0.30030653
2.0,2.0,13.0,779.0,India,32.0,1.0,-337.0,0.42065474,0.3500849,0.22926039
2.0,2.0,13.0,780.0,India,32.0,1.0,-337.0,0.42065474,0.3500849,0.22926039
2.0,2.0,13.0,781.0,India,36.0,1.0,-333.0,0.42065474,0.3500849,0.22926039
2.0,2.0,13.0,782.0,India,37.0,1.0,-332.0,0.4732509,0.24337235,0.28337675
2.0,2.0,13.0,783.0,India,37.0,1.0,-332.0,0.47300428,0.24376659,0.28322908
2.0,2.0,13.0,784.0,India,37.0,1.0,-332.0,0.47300428,0.24376659,0.28322908
2.0,2.0,14.0,785.0,India,37.0,1.0,-332.0,0.4236511,0.3431767,0.23317218
2.0,2.0,14.0,786.0,India,37.0,1.0,-332.0,0.4236511,0.3431767,0.23317218
2.0,2.0,14.0,787.0,India,37.0,1.0,-332.0,0.4236511,0.3431767,0.23317218
2.0,2.0,14.0,788.0,India,37.0,1.0,-332.0,0.4236511,0.3431767,0.23317218
2.0,2.0,14.0,789.0,India,38.0,1.0,-331.0,0.50393873,0.19238031,0.303681
2.0,2.0,14.0,790.0,India,38.0,1.0,-331.0,0.50393873,0.19238031,0.303681
2.0,2.0,15.0,791.0,India,38.0,1.0,-331.0,0.48248795,0.31777626,0.1997358
2.0,2.0,15.0,792.0,India,39.0,1.0,-330.0,0.5520431,0.20384355,0.24411333
2.0,2.0,15.0,793.0,India,39.0,1.0,-330.0,0.5527004,0.20290323,0.2443964
2.0,2.0,15.0,794.0,India,39.0,1.0,-330.0,0.5527004,0.20290323,0.2443964
2.0,2.0,15.0,795.0,India,40.0,1.0,-329.0,0.49679634,0.29745993,0.20574376
2.0,2.0,15.0,796.0,India,40.0,1.0,-329.0,0.49679634,0.29745993,0.20574376
2.0,2.0,16.0,797.0,India,41.0,1.0,-328.0,0.4334251,0.31918213,0.24739274
2.0,2.0,16.0,798.0,India,45.0,1.0,-324.0,0.4292702,0.31736085,0.253369
2.0,2.0,16.0,799.0,India,45.0,1.0,-324.0,0.43044403,0.3167081,0.25284788
2.0,2.0,16.0,800.0,India,45.0,1.0,-324.0,0.43044403,0.3167081,0.25284788
2.0,2.0,16.0,801.0,India,49.0,1.0,-320.0,0.42530695,0.31956464,0.25512844
2.0,2.0,16.0,802.0,India,50.0,1.0,-319.0,0.48640478,0.18835957,0.32523564
2.0,2.0,17.0,803.0,India,50.0,1.0,-319.0,0.48732337,0.2968742,0.21580246
2.0,2.0,17.0,804.0,India,50.0,1.0,-319.0,0.48732337,0.2968742,0.21580246
2.0,2.0,17.0,805.0,India,50.0,1.0,-319.0,0.48622316,0.29620397,0.21757287
2.0,2.0,17.0,806.0,India,50.0,1.0,-319.0,0.48622316,0.29620397,0.21757287
2.0,2.0,17.0,807.0,India,51.0,1.0,-318.0,0.53329176,0.20872535,0.2579829
2.0,2.0,17.0,808.0,India,51.0,1.0,-318.0,0.53329176,0.20872535,0.2579829
2.0,2.0,18.0,809.0,India,51.0,1.0,-318.0,0.426614,0.31395552,0.25943056
2.0,2.0,18.0,810.0,India,51.0,1.0,-318.0,0.426614,0.31395552,0.25943056
2.0,2.0,18.0,811.0,India,51.0,1.0,-318.0,0.426614,0.31395552,0.25943056
2.0,2.0,18.0,812.0,India,51.0,1.0,-318.0,0.426614,0.31395552,0.25943056
2.0,2.0,18.0,813.0,India,55.0,1.0,-314.0,0.426614,0.31395552,0.25943056
2.0,2.0,18.0,814.0,India,55.0,1.0,-314.0,0.426614,0.31395552,0.25943056
2.0,2.0,19.0,815.0,India,55.0,1.0,-314.0,0.53329176,0.20872535,0.2579829
2.0,2.0,19.0,816.0,India,56.0,1.0,-313.0,0.48839983,0.29041675,0.22118339
2.0,2.0,19.0,817.0,India,56.0,1.0,-313.0,0.48388416,0.29298013,0.22313567
2.0,2.0,19.0,818.0,India,60.0,1.0,-309.0,0.48927632,0.29624495,0.21447879
2.0,2.0,19.0,819.0,India,60.0,1.0,-309.0,0.48363486,0.2928292,0.223536
2.0,2.0,19.0,820.0,India,60.0,2.0,-309.0,0.6203149,0.17031407,0.20937105
2.0,2.0,20.0,821.0,India,60.0,2.0,-309.0,0.57764137,0.22734347,0.19501515
2.0,2.0,20.0,822.0,India,60.0,2.0,-309.0,0.57764137,0.22734347,0.19501515
2.0,2.0,20.0,823.0,India,60.0,2.0,-309.0,0.5849166,0.21761212,0.1974713
2.0,2.0,20.0,824.0,India,60.0,2.0,-309.0,0.58812827,0.21331616,0.19855559
2.0,2.0,20.0,825.0,India,60.0,2.0,-309.0,0.58812827,0.21331616,0.19855559
2.0,2.0,20.0,826.0,India,60.0,2.0,-309.0,0.58812827,0.21331616,0.19855559
2.0,2.0,21.0,827.0,India,60.0,2.0,-309.0,0.6256288,0.15216607,0.22220507
2.0,2.0,21.0,828.0,India,60.0,2.0,-309.0,0.6256288,0.15216607,0.22220507
2.0,2.0,21.0,829.0,India,60.0,2.0,-309.0,0.6256288,0.15216607,0.22220507
2.0,2.0,21.0,830.0,India,60.0,2.0,-309.0,0.6256288,0.15216607,0.22220507
2.0,2.0,21.0,831.0,India,60.0,2.0,-309.0,0.627749,0.14929286,0.2229581
2.0,2.0,21.0,832.0,India,60.0,2.0,-309.0,0.627749,0.14929286,0.2229581
2.0,2.0,22.0,833.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,22.0,834.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,22.0,835.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,22.0,836.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,22.0,837.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,22.0,838.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,23.0,839.0,India,60.0,2.0,-309.0,0.6273799,0.1508578,0.22176228
2.0,2.0,23.0,840.0,India,60.0,2.0,-309.0,0.6273799,0.1508578,0.22176228
2.0,2.0,23.0,841.0,India,60.0,2.0,-309.0,0.6273799,0.1508578,0.22176228
2.0,2.0,23.0,842.0,India,60.0,2.0,-309.0,0.6273799,0.1508578,0.22176228
2.0,2.0,23.0,843.0,India,60.0,2.0,-309.0,0.6273799,0.1508578,0.22176228
2.0,2.0,23.0,844.0,India,60.0,2.0,-309.0,0.6273799,0.1508578,0.22176228
2.0,2.0,24.0,845.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,24.0,846.0,India,60.0,2.0,-309.0,0.58864516,0.21357432,0.19778053
2.0,2.0,24.0,847.0,India,60.0,2.0,-309.0,0.589,0.21370307,0.19729692
2.0,2.0,24.0,848.0,India,60.0,2.0,-309.0,0.589,0.21370307,0.19729692
2.0,2.0,24.0,849.0,India,60.0,2.0,-309.0,0.589,0.21370307,0.19729692
2.0,2.0,24.0,850.0,India,61.0,2.0,-308.0,0.64050776,0.13345776,0.22603449
2.0,2.0,25.0,851.0,India,61.0,2.0,-308.0,0.57950133,0.22745389,0.19304481
2.0,2.0,25.0,852.0,India,61.0,2.0,-308.0,0.57950133,0.22745389,0.19304481
2.0,2.0,25.0,853.0,India,62.0,2.0,-307.0,0.627804,0.15095979,0.22123623
2.0,2.0,25.0,854.0,India,62.0,2.0,-307.0,0.627804,0.15095979,0.22123623
2.0,2.0,25.0,855.0,India,62.0,2.0,-307.0,0.627804,0.15095979,0.22123623
2.0,2.0,25.0,856.0,India,62.0,2.0,-307.0,0.627804,0.15095979,0.22123623
2.0,2.0,26.0,857.0,India,62.0,2.0,-307.0,0.5129716,0.25357994,0.23344843
2.0,2.0,26.0,858.0,India,62.0,2.0,-307.0,0.5129716,0.25357994,0.23344843
2.0,2.0,26.0,859.0,India,62.0,2.0,-307.0,0.5129716,0.25357994,0.23344843
2.0,2.0,26.0,860.0,India,64.0,2.0,-305.0,0.5115313,0.25286797,0.23560075
2.0,2.0,26.0,861.0,India,64.0,2.0,-305.0,0.5115313,0.25286797,0.23560075
2.0,2.0,26.0,862.0,India,64.0,2.0,-305.0,0.5069339,0.25059533,0.24247071
2.0,2.0,27.0,863.0,India,64.0,2.0,-305.0,0.64289784,0.16333261,0.19376953
2.0,2.0,27.0,864.0,India,64.0,2.0,-305.0,0.64289784,0.16333261,0.19376953
2.0,2.0,27.0,865.0,India,64.0,2.0,-305.0,0.64289784,0.16333261,0.19376953
2.0,2.0,27.0,866.0,India,64.0,2.0,-305.0,0.6463992,0.158776,0.19482483
2.0,2.0,27.0,867.0,India,64.0,2.0,-305.0,0.6463992,0.158776,0.19482483
2.0,2.0,27.0,868.0,India,64.0,2.0,-305.0,0.6431531,0.15797864,0.19886826
2.0,2.0,28.0,869.0,India,64.0,2.0,-305.0,0.516414,0.23018202,0.253404
2.0,2.0,28.0,870.0,India,64.0,2.0,-305.0,0.516414,0.23018202,0.253404
2.0,2.0,28.0,871.0,India,65.0,2.0,-304.0,0.56669325,0.14271325,0.2905935
2.0,2.0,28.0,872.0,India,65.0,2.0,-304.0,0.56669325,0.14271325,0.2905935
2.0,2.0,28.0,873.0,India,65.0,2.0,-304.0,0.5688652,0.14326021,0.28787458
2.0,2.0,28.0,874.0,India,65.0,2.0,-304.0,0.5688652,0.14326021,0.28787458
2.0,2.0,29.0,875.0,India,65.0,2.0,-304.0,0.60442656,0.2166062,0.17896725
2.0,2.0,29.0,876.0,India,65.0,2.0,-304.0,0.6038393,0.21639575,0.17976499
2.0,2.0,29.0,877.0,India,69.0,2.0,-300.0,0.5550967,0.25338948,0.19151382
2.0,2.0,29.0,878.0,India,69.0,2.0,-300.0,0.5550967,0.25338948,0.19151382
2.0,2.0,29.0,879.0,India,69.0,2.0,-300.0,0.57002264,0.23461932,0.19535802
2.0,2.0,29.0,880.0,India,69.0,2.0,-300.0,0.56669754,0.23325074,0.20005171
2.0,2.0,30.0,881.0,India,69.0,2.0,-300.0,0.5230908,0.15129957,0.32560965
2.0,2.0,30.0,882.0,India,69.0,2.0,-300.0,0.5230908,0.15129957,0.32560965
