innings_num,day,over,ball_in_match,batting_team,innings_runs,innings_wickets,current_lead,p_England_win,p_Australia_win,p_draw
1.0,1.0,41.0,263.0,England,205.0,4.0,205.0,0.56905234,0.3020725,0.12887515
1.0,1.0,41.0,264.0,England,205.0,4.0,205.0,0.56905234,0.3020725,0.12887515
1.0,1.0,42.0,265.0,England,211.0,4.0,211.0,0.6919996,0.132903,0.17509742
1.0,1.0,42.0,266.0,England,215.0,4.0,215.0,0.69443417,0.13185245,0.17371333
1.0,1.0,42.0,267.0,England,215.0,4.0,215.0,0.69443417,0.13185245,0.17371333
1.0,1.0,42.0,268.0,England,215.0,4.0,215.0,0.69443417,0.13185245,0.17371333
1.0,1.0,42.0,269.0,England,217.0,4.0,217.0,0.69443417,0.13185245,0.17371333
1.0,1.0,42.0,270.0,England,217.0,4.0,217.0,0.69443417,0.13185245,0.17371333
1.0,1.0,43.0,271.0,England,221.0,4.0,221.0,0.59325004,0.2620433,0.1447066
1.0,1.0,43.0,272.0,England,221.0,4.0,221.0,0.5905041,0.26083037,0.14866549
1.0,1.0,43.0,273.0,England,221.0,4.0,221.0,0.5905041,0.26083037,0.14866549
1.0,1.0,43.0,274.0,England,221.0,4.0,221.0,0.5905041,0.26083037,0.14866549
1.0,1.0,43.0,275.0,England,227.0,4.0,227.0,0.59908235,0.23668501,0.16423264
1.0,1.0,43.0,276.0,England,227.0,4.0,227.0,0.59908235,0.23668501,0.16423264
1.0,1.0,44.0,277.0,England,227.0,4.0,227.0,0.70108324,0.11074607,0.18817066
1.0,1.0,44.0,278.0,England,227.0,4.0,227.0,0.70108324,0.11074607,0.18817066
1.0,1.0,44.0,279.0,England,231.0,4.0,231.0,0.69607204,0.109954484,0.19397345
1.0,1.0,44.0,280.0,England,231.0,4.0,231.0,0.69607204,0.109954484,0.19397345
1.0,1.0,44.0,281.0,England,232.0,4.0,232.0,0.6993897,0.14295024,0.15766005
1.0,1.0,44.0,282.0,England,232.0,4.0,232.0,0.6993897,0.14295024,0.15766005
1.0,1.0,45.0,283.0,England,236.0,4.0,236.0,0.6196424,0.17573929,0.2046183
1.0,1.0,45.0,284.0,England,236.0,4.0,236.0,0.6196424,0.17573929,0.2046183
1.0,1.0,45.0,285.0,England,237.0,4.0,237.0,0.6023828,0.23058912,0.16702808
