match_id,match_date,venue,city,year,team1,team2,outcome,innings_num,batting_team,bowling_team,over,ball_in_over,ball_in_innings,ball_in_match,phase,is_chasing,innings_runs,innings_wickets,wickets_in_hand,balls_remaining_in_innings,current_run_rate,target,runs_needed,required_run_rate,rr_gap,partnership_runs,partnership_balls,recent_dot_pct,recent_run_rate,recent_boundaries,balls_since_wicket,batter,bowler,non_striker,ball_runs,batter_runs,ball_wicket,batter_wicket,ball_dot,ball_boundary,career_bat_avg_odi,career_bat_sr_odi,career_bat_balls_faced_odi,career_bowl_avg_odi,career_bowl_sr_odi,career_bowl_econ_odi,career_bowl_balls_bowled_odi,label,is_team1_batting,prob_team1_win,prob_team2_win
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,10.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WU Tharanga,Z Khan,TM Dilshan,0,0,False,False,True,False,39.111111111111114,72.1311475409836,4392.0,26.022222222222222,31.244444444444444,4.997155049786628,5624.0,0,0,0.63586676,0.36413327
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,0.0,2,2.0,2.0,0.0,0.0,0.0,0.0,10.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,WU Tharanga,Z Khan,TM Dilshan,0,0,False,False,True,False,39.111111111111114,72.1311475409836,4392.0,26.022222222222222,31.244444444444444,4.997155049786628,5624.0,0,0,0.667078,0.33292195
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,0.0,3,3.0,3.0,0.0,0.0,0.0,0.0,10.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,WU Tharanga,Z Khan,TM Dilshan,0,0,False,False,True,False,39.111111111111114,72.1311475409836,4392.0,26.022222222222222,31.244444444444444,4.997155049786628,5624.0,0,0,0.667078,0.33292195
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,0.0,4,4.0,4.0,0.0,0.0,0.0,0.0,10.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,WU Tharanga,Z Khan,TM Dilshan,0,0,False,False,True,False,39.111111111111114,72.1311475409836,4392.0,26.022222222222222,31.244444444444444,4.997155049786628,5624.0,0,0,0.667078,0.33292195
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,0.0,5,5.0,5.0,0.0,0.0,0.0,0.0,10.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,WU Tharanga,Z Khan,TM Dilshan,1,0,False,False,False,False,39.111111111111114,72.1311475409836,4392.0,26.022222222222222,31.244444444444444,4.997155049786628,5624.0,0,0,0.667078,0.33292195
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,0.0,6,6.0,6.0,0.0,0.0,1.0,0.0,10.0,294.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.8,1.2,0.0,5.0,TM Dilshan,Z Khan,WU Tharanga,1,0,False,False,False,False,39.37623762376238,89.4914491449145,4444.0,26.022222222222222,31.244444444444444,4.997155049786628,5624.0,0,0,0.6123446,0.38765538
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,1.0,1,7.0,7.0,0.0,0.0,2.0,0.0,10.0,293.0,1.714,0.0,0.0,0.0,0.0,2.0,6.0,0.667,2.0,0.0,6.0,TM Dilshan,S Sreesanth,WU Tharanga,0,0,False,False,True,False,39.37623762376238,89.4914491449145,4444.0,30.391304347826086,31.72463768115942,5.747830059387848,2189.0,0,0,0.56948596,0.43051404
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,1.0,2,8.0,8.0,0.0,0.0,2.0,0.0,10.0,292.0,1.5,0.0,0.0,0.0,0.0,2.0,7.0,0.714,1.714,0.0,7.0,TM Dilshan,S Sreesanth,WU Tharanga,2,1,False,False,False,False,39.37623762376238,89.4914491449145,4444.0,30.391304347826086,31.72463768115942,5.747830059387848,2189.0,0,0,0.56948596,0.43051404
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,1.0,3,9.0,9.0,0.0,0.0,4.0,0.0,10.0,291.0,2.667,0.0,0.0,0.0,0.0,4.0,8.0,0.625,3.0,0.0,8.0,WU Tharanga,S Sreesanth,TM Dilshan,1,1,False,False,False,False,39.111111111111114,72.1311475409836,4392.0,30.391304347826086,31.72463768115942,5.747830059387848,2189.0,0,0,0.56198126,0.43801874
433606,2011-04-02,Wankhede Stadium,Mumbai,2011,India,Sri Lanka,team1_win,1.0,Sri Lanka,India,1.0,4,10.0,10.0,0.0,0.0,5.0,0.0,10.0,290.0,3.0,0.0,0.0,0.0,0.0,5.0,9.0,0.556,3.333,0.0,9.0,TM Dilshan,S Sreesanth,WU Tharanga,0,0,False,False,True,False,39.37623762376238,89.4914491449145,4444.0,30.391304347826086,31.72463768115942,5.747830059387848,2189.0,0,0,0.53933734,0.46066266
